state,party,finance.better,child.indep,child.curio,child.obed,child.consid,women.favors,women.comp,women.hire,year,Religion,President
48,3,4,5,5,5,5,3,1,3,2008,Catholic,Barack Obama
48,3,1,1,5,1,5,1,2,1,2008,Protestant,NA
48,3,5,1,5,1,1,3,2,1,2008,Catholic,NA
48,2,5,5,5,1,1,2,3,1,2008,Protestant,NA
48,3,5,5,5,1,1,5,5,2,2008,Protestant,Barack Obama
48,3,5,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
48,4,4,5,5,5,1,4,3,2,2008,Protestant,Barack Obama
48,5,3,5,5,1,5,2,3,3,2008,Catholic,NA
48,3,1,5,5,1,5,2,1,5,2008,Protestant,NA
48,2,1,5,5,1,5,5,5,4,2008,Protestant,NA
48,5,2,5,5,1,1,5,5,2,2008,Protestant,Barack Obama
48,1,2,1,5,1,1,4,2,2,2008,Protestant,Barack Obama
48,3,4,5,5,1,1,3,3,2,2008,Catholic,John McCain
48,2,2,5,5,1,1,3,4,2,2008,Protestant,John McCain
48,3,4,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
48,3,3,5,5,1,1,3,2,2,2008,Protestant,Barack Obama
48,3,1,5,5,1,1,4,2,2,2008,Protestant,NA
48,3,5,5,5,1,1,3,4,2,2008,Protestant,NA
48,3,2,5,5,1,1,3,3,2,2008,Catholic,NA
48,3,2,5,5,1,1,2,5,1,2008,Catholic,NA
48,3,2,5,1,1,1,4,2,4,2008,Protestant,John McCain
48,3,1,5,5,1,5,2,1,1,2008,NA,NA
48,2,2,5,5,1,5,2,4,2,2008,Protestant,John McCain
48,2,2,5,1,1,1,3,4,3,2008,Catholic,John McCain
48,3,2,5,5,1,1,1,1,5,2008,Protestant,John McCain
48,1,5,5,5,5,1,3,4,3,2008,Catholic,Barack Obama
48,3,2,1,1,5,5,5,5,4,2008,NA,NA
48,3,4,1,1,5,1,4,5,2,2008,Catholic,Barack Obama
48,1,1,5,5,1,5,1,3,4,2008,Protestant,Barack Obama
48,1,5,3,5,3,3,5,5,2,2008,Protestant,Barack Obama
48,2,4,5,5,1,5,2,3,4,2008,Protestant,John McCain
48,3,4,5,1,1,1,2,3,2,2008,NA,NA
48,2,3,5,1,1,1,5,5,4,2008,Catholic,John McCain
48,3,2,3,3,3,3,5,4,1,2008,Protestant,Barack Obama
48,5,1,5,5,1,5,3,5,4,2008,Protestant,NA
48,1,4,5,5,1,1,3,5,2,2008,Catholic,Barack Obama
48,2,1,3,5,1,1,4,3,1,2008,Catholic,John McCain
48,2,3,3,3,3,3,5,5,1,2008,Catholic,John McCain
48,3,4,3,5,3,3,4,5,2,2008,Catholic,Barack Obama
48,5,4,5,3,3,3,5,5,2,2008,Catholic,John McCain
48,2,4,3,3,3,3,2,4,2,2008,Protestant,John McCain
48,2,2,3,3,3,1,2,2,1,2008,Catholic,John McCain
48,1,4,5,5,3,3,5,5,1,2008,Protestant,Barack Obama
48,1,1,5,5,1,5,3,2,4,2008,Catholic,John McCain
48,1,4,3,3,3,3,5,5,2,2008,Protestant,Barack Obama
48,1,4,3,5,3,3,5,5,2,2008,Catholic,Barack Obama
48,3,3,5,3,3,3,5,5,1,2008,Protestant,NA
48,1,3,5,5,1,3,3,4,1,2008,Catholic,NA
48,1,3,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
48,3,5,3,3,3,3,5,5,1,2008,NA,NA
48,1,1,3,5,3,3,4,4,1,2008,Catholic,Barack Obama
48,1,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
48,3,4,5,5,5,1,4,5,2,2008,NA,John McCain
48,2,1,3,3,3,3,2,3,2,2008,Catholic,Barack Obama
48,5,5,3,5,1,3,2,2,1,2008,Catholic,NA
48,1,5,5,5,3,3,2,3,1,2008,Protestant,Barack Obama
48,5,3,5,5,5,1,5,5,2,2008,Catholic,Barack Obama
48,1,4,3,3,3,3,5,5,1,2008,Protestant,Barack Obama
48,1,1,5,5,1,5,3,1,5,2008,Catholic,NA
48,3,1,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
48,2,3,3,5,1,5,2,5,2,2008,Protestant,Barack Obama
48,5,3,3,3,3,3,3,5,1,2008,Catholic,NA
48,1,1,5,5,1,3,5,5,3,2008,Protestant,Barack Obama
48,2,3,3,5,1,5,4,4,2,2008,Protestant,John McCain
48,1,3,5,5,3,3,4,1,1,2008,Protestant,Barack Obama
48,NA,2,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
48,1,1,5,5,1,1,1,1,4,2008,Catholic,John McCain
48,3,2,5,5,1,5,4,2,1,2008,Catholic,NA
48,3,2,5,5,3,3,3,5,4,2008,Protestant,John McCain
48,1,3,3,5,3,3,4,5,2,2008,Catholic,John McCain
48,1,2,5,5,1,1,5,2,1,2008,Catholic,Barack Obama
48,3,5,5,5,3,1,5,4,1,2008,Catholic,Barack Obama
48,1,1,1,5,1,1,4,3,2,2008,Protestant,Barack Obama
48,3,5,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
48,1,2,5,5,1,1,5,5,2,2008,Catholic,Barack Obama
48,1,2,5,5,1,3,2,NA,1,2008,Protestant,Barack Obama
48,3,4,5,5,5,1,5,5,4,2008,Catholic,NA
48,3,5,5,5,1,5,1,1,1,2008,Other Religion,NA
48,1,5,5,5,1,1,2,1,1,2008,Protestant,NA
48,3,4,5,5,1,5,3,2,2,2008,Protestant,John McCain
48,3,5,5,5,1,5,3,3,2,2008,Catholic,John McCain
48,3,4,5,5,1,5,1,1,2,2008,Protestant,John McCain
48,3,1,5,5,1,5,2,4,4,2008,Protestant,Barack Obama
48,2,3,5,3,1,1,4,5,2,2008,Protestant,John McCain
48,1,5,5,5,5,5,3,2,2,2008,Protestant,Barack Obama
48,2,3,5,1,1,5,4,5,4,2008,Catholic,John McCain
48,1,2,5,5,1,1,2,4,3,2008,Protestant,NA
48,1,4,3,3,3,3,4,4,2,2008,Protestant,Barack Obama
48,1,4,5,5,1,5,3,5,5,2008,Protestant,Barack Obama
48,2,1,5,5,1,1,3,3,2,2008,Protestant,NA
48,1,4,5,5,1,3,5,5,2,2008,Protestant,Barack Obama
48,3,1,3,3,3,3,2,3,3,2008,Protestant,NA
48,1,2,5,5,5,5,4,1,1,2008,Protestant,Barack Obama
48,1,5,5,5,1,5,5,5,2,2008,Protestant,NA
48,1,1,5,5,1,5,2,1,1,2008,NA,Barack Obama
48,4,2,1,5,1,1,5,1,1,2008,NA,NA
48,1,4,5,1,1,5,5,5,1,2008,Protestant,Barack Obama
48,1,5,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
48,1,4,5,5,1,5,2,4,3,2008,Catholic,NA
48,1,4,3,3,1,3,5,1,1,2008,Protestant,Barack Obama
48,3,4,5,5,1,1,1,1,4,2008,Protestant,NA
48,1,3,5,5,3,3,1,1,2,2008,Catholic,Barack Obama
48,3,5,3,3,3,3,2,4,2,2008,Protestant,Barack Obama
48,1,4,5,5,1,1,5,4,1,2008,Catholic,NA
48,1,2,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
48,1,2,1,5,5,1,4,4,2,2008,Catholic,Barack Obama
48,5,2,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
48,5,4,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
48,2,1,5,5,1,1,3,2,2,2008,Protestant,Barack Obama
48,1,2,5,5,5,1,2,4,5,2008,Catholic,Barack Obama
48,2,2,5,3,3,3,4,4,1,2008,Protestant,NA
48,5,3,5,3,3,3,4,5,1,2008,Catholic,NA
48,2,2,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
48,5,4,3,3,3,3,3,2,1,2008,Catholic,John McCain
48,1,5,5,5,3,3,4,1,2,2008,Catholic,Barack Obama
48,5,1,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
48,5,4,5,5,3,3,1,4,5,2008,Catholic,Barack Obama
48,5,2,5,3,3,3,3,3,1,2008,Protestant,Barack Obama
48,5,4,3,3,3,3,4,2,3,2008,NA,Barack Obama
48,3,4,5,3,3,3,3,2,3,2008,Catholic,NA
48,5,3,3,3,3,3,5,1,1,2008,Catholic,NA
48,5,4,5,1,5,1,2,2,2,2008,Protestant,NA
48,5,2,5,5,1,5,3,1,2,2008,Protestant,John McCain
48,1,2,3,3,3,3,1,1,2,2008,Catholic,Barack Obama
48,5,1,3,5,3,3,2,4,2,2008,Catholic,Barack Obama
48,2,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
48,3,1,3,3,3,3,3,2,2,2008,NA,NA
48,1,4,5,5,1,5,2,4,2,2008,Catholic,Barack Obama
48,1,2,1,5,1,5,3,3,3,2008,Catholic,Other
48,1,4,5,5,1,1,5,4,1,2008,Protestant,Barack Obama
48,3,4,5,5,1,1,3,3,3,2008,Catholic,NA
48,1,2,5,5,1,5,1,3,1,2008,Protestant,Barack Obama
48,1,1,1,5,1,5,4,3,3,2008,NA,NA
48,1,4,5,5,1,5,3,4,5,2008,Catholic,Barack Obama
48,1,4,5,5,5,5,3,5,2,2008,Catholic,Barack Obama
48,3,4,5,1,1,5,4,2,2,2008,NA,NA
48,1,5,5,5,1,5,2,2,2,2008,Protestant,Barack Obama
48,1,4,3,5,3,5,4,5,1,2008,Catholic,Barack Obama
48,3,1,5,5,1,5,3,3,2,2008,Protestant,Barack Obama
48,1,5,5,5,5,5,4,2,1,2008,Catholic,Barack Obama
48,2,4,5,5,1,5,2,4,3,2008,Catholic,Barack Obama
48,1,5,5,5,1,5,5,5,5,2008,Catholic,Barack Obama
48,3,1,5,5,1,5,5,5,3,2008,Catholic,NA
48,3,4,5,5,1,5,2,3,4,2008,Catholic,Barack Obama
48,1,4,1,5,1,1,2,2,1,2008,Protestant,Barack Obama
48,1,5,5,5,5,5,2,3,2,2008,Catholic,NA
48,3,1,5,5,1,5,1,2,3,2008,Protestant,NA
48,3,1,5,1,5,1,5,5,3,2008,NA,NA
48,1,2,5,5,5,1,3,5,2,2008,Catholic,Barack Obama
48,3,5,5,5,5,1,3,2,2,2008,NA,NA
48,1,2,5,5,1,3,5,3,2,2008,Catholic,Barack Obama
48,3,1,5,5,1,5,2,2,1,2008,Protestant,Barack Obama
48,1,2,5,5,5,1,2,2,3,2008,Catholic,NA
48,1,4,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
48,1,2,5,5,5,1,4,1,3,2008,NA,Barack Obama
48,1,3,3,3,3,3,3,4,2,2008,Catholic,Barack Obama
48,3,2,3,3,3,5,3,2,1,2008,NA,NA
48,2,2,5,5,1,1,2,1,1,2008,Catholic,NA
48,1,5,5,5,1,5,4,2,2,2008,Catholic,Barack Obama
48,3,1,5,5,5,5,2,2,4,2008,Catholic,NA
48,1,3,5,5,5,1,3,2,2,2008,Catholic,Barack Obama
48,3,2,5,5,1,5,3,2,1,2008,Catholic,NA
48,NA,2,5,5,1,1,5,1,5,2008,Catholic,Barack Obama
48,1,3,3,3,3,3,2,4,1,2008,Catholic,Barack Obama
48,5,3,5,5,1,5,1,3,2,2008,Catholic,NA
48,3,1,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
48,2,3,3,5,5,5,4,1,5,2008,Catholic,NA
48,1,4,5,5,1,5,2,3,2,2008,Catholic,NA
48,1,4,5,5,1,3,2,2,2,2008,Protestant,NA
48,1,1,1,5,1,1,3,2,3,2008,Protestant,NA
48,1,1,5,5,1,5,5,5,1,2008,Catholic,NA
48,1,4,5,5,1,5,3,4,2,2008,Catholic,NA
48,3,5,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
48,2,2,5,5,1,5,1,5,1,2008,Catholic,John McCain
48,NA,2,5,5,1,5,4,2,4,2008,Catholic,NA
48,1,2,5,5,1,5,2,3,2,2008,Catholic,NA
48,2,4,5,5,1,5,4,4,4,2008,Catholic,Barack Obama
48,1,3,5,5,1,5,5,4,4,2008,Catholic,Barack Obama
48,NA,5,5,5,1,5,4,3,5,2008,NA,NA
48,1,5,5,5,1,5,4,4,4,2008,Catholic,NA
48,3,3,5,5,1,5,2,2,2,2008,Catholic,Barack Obama
48,5,3,5,5,1,5,3,3,2,2008,NA,NA
48,1,1,5,5,1,1,3,2,4,2008,NA,Barack Obama
48,3,2,5,5,5,5,4,4,1,2008,Protestant,NA
48,1,4,5,5,5,5,4,4,2,2008,Catholic,Barack Obama
48,3,2,1,5,5,5,5,2,2,2008,NA,NA
48,5,2,5,5,1,5,2,4,1,2008,Catholic,Barack Obama
48,1,5,5,5,1,5,3,1,1,2008,Catholic,Barack Obama
48,1,3,5,5,1,5,3,3,2,2008,Catholic,NA
48,5,3,5,5,1,5,3,2,1,2008,NA,NA
48,5,5,5,5,5,5,3,2,3,2008,Catholic,NA
48,5,5,5,5,1,5,3,4,2,2008,Catholic,Barack Obama
48,1,2,5,5,5,5,3,3,2,2008,Catholic,John McCain
48,5,5,5,5,1,5,1,1,2,2008,Catholic,NA
48,5,4,3,5,3,5,3,2,1,2008,Catholic,Barack Obama
48,3,4,1,1,1,1,5,3,2,2008,Catholic,Barack Obama
48,1,4,5,1,1,5,3,2,1,2008,Protestant,Barack Obama
48,3,2,3,3,3,3,4,2,3,2008,Protestant,NA
48,3,5,5,5,1,5,4,4,5,2008,Protestant,NA
48,1,1,5,5,5,1,5,4,4,2008,Protestant,Barack Obama
48,3,2,1,1,5,1,4,4,5,2008,NA,Barack Obama
48,1,2,5,1,5,1,5,5,2,2008,NA,Barack Obama
48,3,5,5,5,1,1,4,4,2,2008,NA,NA
48,3,2,5,5,5,5,4,4,4,2008,Catholic,NA
48,1,4,5,5,5,1,5,5,1,2008,Protestant,NA
48,2,2,5,5,1,1,3,4,2,2008,Protestant,John McCain
48,1,5,3,3,3,3,4,5,2,2008,NA,Barack Obama
48,1,1,1,1,5,1,5,5,1,2008,Protestant,Barack Obama
48,2,4,5,1,1,1,2,3,2,2008,Protestant,John McCain
48,1,4,1,1,5,1,5,5,1,2008,Protestant,Barack Obama
48,2,3,5,5,1,5,3,3,2,2008,NA,John McCain
48,3,2,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
48,1,1,5,5,1,5,2,3,2,2008,Catholic,Barack Obama
48,3,5,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
48,1,5,5,5,1,5,3,3,4,2008,Protestant,Barack Obama
48,3,4,3,3,3,3,5,5,2,2008,Protestant,Barack Obama
48,3,2,5,5,5,5,1,3,2,2008,NA,NA
48,3,4,5,5,1,5,4,5,1,2008,Protestant,Barack Obama
48,1,1,5,3,1,3,4,5,4,2008,Protestant,NA
48,3,3,5,5,1,5,4,5,5,2008,Protestant,NA
48,3,4,5,5,1,1,4,4,4,2008,Protestant,NA
48,3,2,5,5,1,5,1,2,1,2008,Protestant,NA
48,3,2,5,3,3,3,1,1,2,2008,Protestant,John McCain
48,1,4,5,5,1,1,3,4,2,2008,Protestant,Barack Obama
48,1,2,5,1,5,1,5,4,2,2008,Other Religion,Barack Obama
48,2,2,5,5,5,1,4,4,2,2008,Catholic,John McCain
48,1,3,1,1,5,1,5,5,1,2008,NA,Barack Obama
48,1,3,3,3,3,3,5,5,3,2008,Catholic,Barack Obama
48,1,4,1,1,5,1,5,5,2,2008,NA,Barack Obama
48,1,1,5,1,1,1,4,5,2,2008,NA,Barack Obama
48,3,1,1,1,5,1,5,5,1,2008,NA,NA
48,1,3,5,1,5,1,5,5,5,2008,Orthodox,Barack Obama
48,3,2,5,1,5,1,3,4,3,2008,Protestant,John McCain
48,1,2,5,1,5,1,5,4,2,2008,Protestant,Barack Obama
48,3,5,5,5,1,1,2,2,2,2008,Protestant,Barack Obama
48,3,2,5,1,5,1,5,4,3,2008,Protestant,NA
48,1,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
48,3,4,5,5,1,1,2,5,1,2008,NA,Other
48,3,4,1,1,5,5,2,5,2,2008,Jewish,Barack Obama
48,3,4,1,1,5,1,4,5,3,2008,NA,Barack Obama
48,3,1,1,5,5,5,5,4,2,2008,Catholic,John McCain
48,2,3,5,1,5,1,2,3,4,2008,Protestant,John McCain
48,1,5,3,3,3,3,5,5,1,2008,Catholic,Barack Obama
48,3,3,3,5,5,3,4,3,2,2008,NA,John McCain
48,3,3,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
48,3,1,5,5,5,1,4,5,4,2008,Protestant,John McCain
48,2,1,3,5,1,5,4,1,2,2008,Protestant,John McCain
48,1,1,5,1,1,1,2,2,4,2008,Protestant,Barack Obama
48,5,5,5,5,1,5,3,4,1,2008,Protestant,Barack Obama
48,3,5,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
48,2,1,3,3,3,1,4,5,2,2008,Catholic,John McCain
48,2,3,5,5,1,3,4,3,2,2008,Protestant,John McCain
48,1,3,1,1,5,5,5,5,2,2008,NA,Barack Obama
48,3,5,3,5,3,3,4,5,1,2008,Protestant,John McCain
48,5,2,5,5,1,1,4,3,3,2008,NA,NA
48,3,4,5,5,1,1,3,2,2,2008,Protestant,John McCain
48,1,1,5,1,5,1,3,1,2,2008,Protestant,NA
48,2,4,5,1,5,5,2,1,2,2008,Protestant,John McCain
48,2,3,5,3,3,1,4,3,2,2008,Protestant,NA
48,3,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
48,2,2,5,5,1,1,5,5,1,2008,Protestant,John McCain
48,1,4,5,5,1,5,5,1,4,2008,Protestant,Barack Obama
48,5,4,5,3,3,3,4,3,2,2008,Other Religion,Other
48,5,2,5,5,1,5,3,3,2,2008,Catholic,NA
48,1,4,5,5,1,5,2,3,1,2008,Catholic,NA
48,3,2,5,5,5,5,4,3,2,2008,Catholic,NA
48,1,4,5,5,5,5,5,5,4,2008,Catholic,Barack Obama
48,1,2,5,5,1,1,2,3,2,2008,Catholic,Barack Obama
48,3,4,5,3,1,1,3,1,1,2008,Protestant,John McCain
48,3,1,1,1,5,1,5,4,5,2008,NA,NA
48,2,3,5,5,1,5,4,2,2,2008,Protestant,John McCain
51,1,4,5,5,1,5,1,5,1,2008,Protestant,Barack Obama
51,3,2,5,3,3,3,4,4,4,2008,Protestant,Barack Obama
51,3,4,5,5,1,5,4,2,2,2008,Protestant,Barack Obama
51,2,4,5,5,1,5,5,2,2,2008,Protestant,John McCain
51,1,4,5,5,1,5,2,2,2,2008,Protestant,NA
51,1,4,5,5,1,5,4,2,2,2008,Protestant,Barack Obama
51,1,2,5,5,1,5,1,4,2,2008,Protestant,Barack Obama
51,5,1,5,5,5,5,4,1,3,2008,NA,NA
51,2,4,5,5,1,5,1,1,1,2008,Protestant,John McCain
51,3,3,3,3,1,3,5,4,2,2008,Protestant,Barack Obama
51,3,4,5,5,1,1,3,2,4,2008,Protestant,NA
51,2,4,5,3,1,3,5,1,2,2008,Protestant,John McCain
51,1,1,5,3,3,3,5,5,5,2008,Protestant,Barack Obama
51,1,4,5,5,1,1,3,2,2,2008,Protestant,Barack Obama
51,1,3,5,5,1,5,NA,2,NA,2008,Protestant,NA
51,2,2,5,5,1,1,3,4,3,2008,Protestant,John McCain
51,2,3,5,5,5,1,3,4,4,2008,Protestant,Barack Obama
51,2,3,5,1,1,5,4,2,3,2008,Protestant,John McCain
51,1,3,3,3,1,3,2,2,2,2008,Protestant,NA
51,1,5,5,5,1,5,4,2,2,2008,Protestant,Barack Obama
51,1,4,5,5,5,1,5,5,1,2008,Protestant,Barack Obama
51,2,5,5,5,1,3,3,3,2,2008,Protestant,NA
51,3,4,5,5,1,1,3,4,3,2008,Protestant,John McCain
51,3,3,3,3,3,3,4,4,2,2008,Protestant,Barack Obama
51,3,4,5,5,1,5,1,1,4,2008,Protestant,Barack Obama
51,1,2,5,5,1,5,2,1,2,2008,Protestant,Barack Obama
51,4,3,1,1,5,1,5,4,3,2008,Protestant,NA
51,3,1,5,5,1,5,2,3,3,2008,Other Religion,Barack Obama
51,3,5,5,5,1,1,1,3,2,2008,Catholic,Other
51,1,2,5,1,5,1,4,5,2,2008,Protestant,NA
51,1,2,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
51,2,2,5,1,5,1,4,5,3,2008,Protestant,John McCain
51,3,4,1,1,5,1,5,3,2,2008,NA,Barack Obama
51,1,4,5,5,5,5,5,5,2,2008,Protestant,Barack Obama
53,1,4,5,5,1,1,5,5,2,2008,Protestant,Barack Obama
53,1,3,5,5,1,5,3,3,3,2008,Protestant,NA
53,1,3,5,3,3,1,5,4,1,2008,Protestant,Barack Obama
53,1,4,5,1,5,1,5,5,1,2008,Protestant,Barack Obama
53,2,5,1,1,5,1,5,5,2,2008,Protestant,John McCain
53,3,4,5,1,5,5,3,2,2,2008,NA,Barack Obama
53,3,1,1,5,5,1,5,5,1,2008,Protestant,Barack Obama
53,2,1,5,5,1,1,3,4,2,2008,Protestant,NA
53,1,4,5,5,1,5,1,2,1,2008,Protestant,Barack Obama
53,3,5,5,5,1,5,3,2,2,2008,Protestant,NA
53,3,5,5,5,5,1,5,5,1,2008,NA,Barack Obama
53,1,2,5,1,5,1,4,4,2,2008,NA,Barack Obama
53,1,3,1,1,5,1,5,4,2,2008,NA,Barack Obama
53,1,2,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
53,3,2,5,1,5,1,4,4,2,2008,Protestant,John McCain
53,3,2,1,1,5,5,2,2,2,2008,NA,NA
53,3,4,5,5,1,5,3,2,2,2008,Catholic,Barack Obama
53,1,3,5,5,5,1,5,5,1,2008,Catholic,NA
53,1,1,5,1,5,1,4,4,4,2008,Catholic,Barack Obama
53,3,2,5,5,1,1,2,4,3,2008,Protestant,NA
53,3,2,1,1,1,1,1,5,2,2008,Catholic,NA
53,1,3,5,5,5,5,4,3,2,2008,NA,Barack Obama
53,1,1,5,1,5,1,4,5,5,2008,Protestant,Barack Obama
55,2,5,5,5,5,1,2,5,2,2008,Protestant,NA
55,1,5,5,3,3,3,4,5,1,2008,Protestant,Barack Obama
55,2,2,5,5,1,1,2,3,4,2008,Catholic,John McCain
55,3,4,3,3,3,3,2,4,1,2008,Protestant,Barack Obama
55,1,4,5,5,1,5,4,2,3,2008,Protestant,Barack Obama
55,3,3,5,5,1,3,3,2,5,2008,NA,John McCain
55,3,4,3,5,3,3,4,3,2,2008,NA,Barack Obama
55,3,1,5,5,5,1,1,2,2,2008,Catholic,Barack Obama
55,1,5,1,5,1,5,2,4,2,2008,Protestant,Barack Obama
55,1,4,1,5,5,5,5,5,1,2008,Protestant,Barack Obama
55,2,4,1,5,5,5,4,2,1,2008,Protestant,John McCain
55,1,3,1,1,5,1,5,3,2,2008,Protestant,Barack Obama
55,3,5,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
55,3,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
55,3,4,5,1,5,1,5,5,2,2008,Catholic,John McCain
55,1,2,1,1,5,1,5,4,2,2008,NA,Barack Obama
55,3,5,5,5,1,3,4,4,2,2008,Catholic,Barack Obama
55,3,4,5,5,5,1,5,5,2,2008,Catholic,Barack Obama
55,3,4,1,5,5,1,3,5,2,2008,NA,NA
55,1,2,5,5,5,1,4,4,2,2008,NA,Barack Obama
55,2,2,5,1,5,1,2,3,5,2008,Protestant,John McCain
55,1,1,5,5,1,3,3,3,3,2008,NA,NA
