state,party,finance.better,child.indep,child.curio,child.obed,child.consid,women.favors,women.comp,women.hire,year,Religion,President
1,3,2,5,5,1,1,2,4,1,2008,NA,John McCain
1,1,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
1,2,2,3,3,3,3,5,5,1,2008,Protestant,John McCain
1,5,3,3,3,7,5,2,1,2,2008,Catholic,NA
1,2,4,5,5,1,1,3,3,2,2008,Protestant,John McCain
1,2,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
1,3,3,5,3,1,3,5,4,2,2008,Protestant,John McCain
1,5,2,5,5,1,1,3,3,2,2008,Protestant,John McCain
1,2,2,5,5,5,5,3,3,4,2008,Protestant,John McCain
1,1,4,5,5,1,5,2,4,2,2008,Protestant,Barack Obama
1,3,3,3,5,3,1,5,2,2,2008,Protestant,John McCain
1,2,4,5,5,1,5,2,3,2,2008,Protestant,John McCain
1,2,3,5,5,5,5,2,3,4,2008,Protestant,John McCain
1,2,2,1,5,5,1,3,2,2,2008,Protestant,John McCain
1,3,4,1,5,5,5,4,3,1,2008,Protestant,John McCain
1,3,4,1,1,5,1,5,5,2,2008,Catholic,John McCain
1,1,5,5,5,1,5,5,5,1,2008,Protestant,NA
1,3,3,5,5,1,5,3,4,2,2008,Protestant,NA
1,1,3,1,1,5,1,5,5,2,2008,Catholic,John McCain
1,2,2,5,3,3,3,3,2,4,2008,Protestant,John McCain
1,3,2,5,5,5,1,5,5,1,2008,Protestant,Barack Obama
1,3,4,3,5,5,5,1,4,4,2008,Protestant,NA
4,1,1,5,5,1,5,4,4,1,2008,Catholic,Barack Obama
4,1,3,3,3,1,3,5,2,2,2008,Protestant,Barack Obama
4,1,3,3,5,3,3,5,5,1,2008,Catholic,Barack Obama
4,1,5,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
4,4,5,5,5,1,5,5,5,4,2008,Catholic,NA
4,1,2,5,3,5,3,2,5,5,2008,Protestant,John McCain
4,1,1,5,5,5,1,4,4,1,2008,NA,NA
4,3,5,5,5,1,5,3,3,3,2008,Catholic,Barack Obama
4,2,4,1,5,5,1,2,2,2,2008,Protestant,John McCain
4,2,2,5,5,1,5,4,2,1,2008,Catholic,John McCain
4,2,1,5,1,5,1,3,4,2,2008,Catholic,John McCain
4,3,5,5,5,5,1,5,5,1,2008,Protestant,Barack Obama
4,3,5,1,1,5,1,3,3,3,2008,NA,Barack Obama
4,3,1,5,1,5,1,3,4,2,2008,Protestant,NA
4,3,3,1,5,5,1,5,3,5,2008,Not Religious,Barack Obama
4,1,4,5,5,1,5,4,3,2,2008,Catholic,Barack Obama
4,1,3,5,5,5,5,3,3,2,2008,Catholic,Barack Obama
4,1,4,3,3,3,3,4,5,1,2008,Jewish,Barack Obama
4,1,5,5,1,1,5,3,3,1,2008,Protestant,Barack Obama
4,3,1,5,5,1,5,1,3,1,2008,NA,NA
4,1,4,5,1,1,1,5,4,2,2008,Catholic,John McCain
4,4,2,1,1,5,1,5,5,1,2008,NA,Barack Obama
4,2,4,3,3,3,3,4,2,2,2008,Catholic,NA
4,NA,3,3,3,3,3,2,5,2,2008,NA,NA
4,1,2,5,5,1,5,3,3,2,2008,Protestant,Barack Obama
4,3,4,1,1,5,1,5,4,2,2008,NA,Barack Obama
4,2,2,5,1,5,1,2,3,3,2008,Protestant,John McCain
4,1,1,5,5,5,5,2,5,1,2008,Catholic,NA
4,1,4,5,1,5,1,5,5,1,2008,NA,Barack Obama
4,3,5,5,1,5,1,2,2,2,2008,NA,Barack Obama
4,2,2,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
4,3,4,5,5,5,1,5,5,2,2008,NA,Barack Obama
4,2,4,5,5,5,1,4,3,3,2008,Protestant,Barack Obama
4,2,3,1,5,1,5,2,3,1,2008,Catholic,John McCain
4,3,1,1,5,1,5,5,4,5,2008,NA,NA
4,3,2,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
4,3,3,5,5,1,3,5,5,4,2008,Protestant,Barack Obama
4,NA,3,5,5,1,5,NA,NA,2,2008,Protestant,John McCain
4,3,4,5,1,5,1,2,3,2,2008,Catholic,Barack Obama
4,3,4,5,5,5,1,5,5,4,2008,NA,John McCain
4,2,4,5,5,1,5,4,3,4,2008,Catholic,NA
4,3,5,5,5,1,3,4,4,2,2008,Catholic,Barack Obama
6,1,4,1,1,5,1,5,4,1,2008,Jewish,Barack Obama
6,1,4,1,1,5,1,5,5,1,2008,Protestant,Barack Obama
6,2,4,5,5,1,1,2,1,2,2008,Catholic,John McCain
6,1,2,3,3,5,5,5,5,2,2008,Protestant,Barack Obama
6,1,4,1,1,5,1,5,5,2,2008,Jewish,Barack Obama
6,1,3,NA,NA,NA,NA,NA,NA,NA,2008,Other Religion,NA
6,3,2,1,1,5,1,5,5,2,2008,NA,Barack Obama
6,5,3,5,5,3,1,3,3,2,2008,NA,NA
6,1,4,5,5,1,1,2,3,2,2008,Protestant,Barack Obama
6,1,5,5,5,1,1,3,3,2,2008,Protestant,NA
6,3,2,5,5,1,1,4,2,1,2008,Other Religion,Barack Obama
6,1,4,1,1,5,1,5,5,2,2008,NA,Barack Obama
6,1,2,1,1,5,1,5,5,1,2008,Catholic,Barack Obama
6,3,2,5,1,5,1,2,3,4,2008,Protestant,Barack Obama
6,1,2,5,5,5,1,5,5,4,2008,Other Religion,Barack Obama
6,1,2,1,1,5,1,5,4,2,2008,Protestant,Barack Obama
6,1,1,5,5,5,1,5,5,4,2008,Catholic,John McCain
6,3,4,1,1,5,1,2,4,4,2008,Catholic,NA
6,1,3,5,5,1,5,4,1,4,2008,Protestant,Barack Obama
6,1,1,NA,NA,NA,NA,NA,NA,NA,2008,Other Religion,NA
6,2,2,1,1,1,5,4,5,2,2008,Protestant,John McCain
6,3,2,5,5,1,1,2,4,4,2008,Protestant,NA
6,1,2,5,1,1,5,2,4,3,2008,Protestant,Other
6,2,4,5,1,1,1,4,5,2,2008,Protestant,John McCain
6,1,2,5,5,1,5,3,3,2,2008,Protestant,Barack Obama
6,3,4,5,5,1,1,3,2,2,2008,Protestant,NA
6,1,1,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
6,1,5,5,5,1,5,5,1,1,2008,Catholic,Barack Obama
6,2,2,5,5,3,3,3,5,3,2008,Protestant,John McCain
6,4,4,5,5,1,5,3,4,1,2008,Catholic,NA
6,1,5,5,5,5,5,2,4,1,2008,Protestant,Barack Obama
6,5,5,5,1,1,1,4,4,2,2008,NA,NA
6,3,4,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
6,1,1,3,5,1,5,3,3,4,2008,Catholic,Barack Obama
6,2,1,5,5,1,5,4,5,2,2008,Protestant,John McCain
6,3,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
6,3,4,1,5,5,1,2,4,2,2008,Protestant,Barack Obama
6,3,2,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
6,3,1,5,3,3,3,5,1,3,2008,Protestant,NA
6,1,3,5,1,1,1,4,4,2,2008,Protestant,Barack Obama
6,2,2,1,1,5,5,2,5,4,2008,Protestant,NA
6,1,4,5,1,1,5,5,5,2,2008,Catholic,Barack Obama
6,3,4,5,5,1,1,5,2,3,2008,Catholic,Barack Obama
6,1,4,3,3,3,3,5,5,2,2008,Catholic,Barack Obama
6,3,5,1,5,1,5,1,2,3,2008,Catholic,Barack Obama
6,1,4,5,5,1,1,1,2,2,2008,Other Religion,John McCain
6,1,4,1,5,5,5,5,4,5,2008,Catholic,Barack Obama
6,1,2,1,5,5,1,4,4,3,2008,Catholic,NA
6,3,4,1,5,1,5,1,2,1,2008,Catholic,NA
6,1,5,5,5,1,5,2,2,1,2008,Catholic,Barack Obama
6,3,2,5,5,1,5,3,2,1,2008,Catholic,Barack Obama
6,1,4,5,5,5,1,4,3,1,2008,Catholic,Barack Obama
6,1,1,5,5,1,5,3,2,4,2008,Catholic,Barack Obama
6,1,4,3,5,5,1,5,4,2,2008,Protestant,Barack Obama
6,5,4,5,5,1,1,3,1,3,2008,Catholic,Barack Obama
6,1,4,5,5,1,5,2,3,1,2008,Catholic,NA
6,1,3,5,5,1,3,5,5,1,2008,Protestant,Barack Obama
6,3,2,5,1,1,5,3,2,2,2008,Catholic,John McCain
6,3,1,5,5,1,1,5,5,5,2008,Catholic,Barack Obama
6,1,4,5,5,5,1,2,3,2,2008,Protestant,Barack Obama
6,2,4,5,5,1,5,5,5,2,2008,NA,NA
6,5,2,1,1,5,1,4,2,4,2008,NA,Barack Obama
6,1,4,5,5,1,1,4,4,2,2008,Catholic,Barack Obama
6,3,5,1,5,1,5,4,4,4,2008,NA,NA
6,2,3,5,5,1,5,5,2,2,2008,Protestant,John McCain
6,3,2,5,5,5,1,5,4,2,2008,Other Religion,NA
6,3,2,5,1,5,1,5,1,2,2008,NA,Barack Obama
6,1,5,1,1,5,1,5,5,4,2008,NA,Barack Obama
6,3,5,5,3,3,3,3,3,2,2008,NA,John McCain
6,2,4,5,5,1,5,4,5,2,2008,NA,Barack Obama
6,1,NA,1,5,1,1,5,3,2,2008,Protestant,Barack Obama
6,3,4,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
6,2,2,5,5,1,5,2,1,2,2008,NA,John McCain
6,1,4,5,5,1,1,5,1,1,2008,Protestant,Barack Obama
6,2,4,5,1,1,1,3,4,4,2008,Protestant,John McCain
6,5,5,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
6,2,2,5,1,5,1,5,3,2,2008,Protestant,John McCain
6,1,4,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
6,1,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
6,3,4,5,5,1,1,2,2,2,2008,NA,John McCain
6,2,4,5,1,5,1,3,2,2,2008,NA,John McCain
6,1,4,5,1,5,1,5,5,1,2008,Protestant,Barack Obama
6,3,4,NA,5,5,NA,5,3,3,2008,Catholic,John McCain
6,NA,1,5,1,1,1,NA,NA,1,2008,Protestant,NA
6,3,NA,5,5,1,5,3,3,3,2008,Protestant,NA
6,1,4,5,5,5,1,4,3,1,2008,NA,Barack Obama
6,1,4,5,5,5,5,5,4,2,2008,Protestant,Barack Obama
6,2,2,5,5,1,1,3,3,3,2008,Protestant,John McCain
6,2,2,5,1,1,1,3,4,4,2008,Protestant,John McCain
6,3,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
6,3,5,5,5,1,5,4,2,2,2008,Catholic,NA
6,1,4,5,5,5,1,2,2,2,2008,Jewish,Barack Obama
6,3,4,5,5,1,5,5,3,3,2008,Protestant,Barack Obama
6,1,5,1,5,5,1,5,5,2,2008,NA,Barack Obama
6,1,5,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
6,3,4,3,3,3,3,5,3,3,2008,NA,Barack Obama
6,4,1,3,5,3,3,5,3,1,2008,NA,NA
6,2,1,5,5,5,1,3,5,2,2008,Catholic,Barack Obama
6,5,4,3,5,1,3,5,3,4,2008,Protestant,NA
6,1,3,5,5,1,1,2,2,4,2008,NA,Barack Obama
6,2,3,1,5,1,5,3,3,2,2008,Catholic,John McCain
6,3,1,1,1,1,5,1,1,1,2008,Catholic,Barack Obama
6,1,1,5,5,3,3,5,2,1,2008,Protestant,NA
6,1,5,5,1,3,3,4,5,1,2008,Catholic,Barack Obama
6,NA,3,5,3,3,5,4,2,1,2008,Protestant,NA
6,2,2,3,5,3,3,5,5,1,2008,Catholic,Barack Obama
6,1,5,3,3,3,3,2,1,2,2008,Protestant,NA
6,1,2,5,3,3,3,3,2,3,2008,Catholic,Barack Obama
6,1,5,3,3,3,3,3,1,1,2008,Catholic,Barack Obama
6,2,1,3,3,3,3,1,1,2,2008,Catholic,John McCain
6,1,5,1,3,5,3,3,4,1,2008,Other Religion,Barack Obama
6,1,4,5,1,5,5,5,4,2,2008,NA,Barack Obama
6,1,4,1,1,5,1,4,3,2,2008,NA,Barack Obama
6,1,4,NA,1,5,1,3,3,3,2008,Protestant,Barack Obama
6,3,2,5,1,5,1,4,4,1,2008,Protestant,Other
6,2,4,5,1,5,1,2,2,2,2008,Protestant,John McCain
6,1,4,5,5,1,5,2,3,2,2008,Protestant,Barack Obama
6,2,3,5,5,1,3,1,3,2,2008,Protestant,John McCain
6,3,4,5,5,5,1,4,4,3,2008,Protestant,Barack Obama
6,3,4,5,5,1,5,3,3,2,2008,Protestant,NA
6,5,4,1,5,5,1,5,4,2,2008,Other Religion,Barack Obama
6,5,3,5,5,1,3,5,3,1,2008,Protestant,NA
6,5,5,5,5,1,5,2,3,4,2008,Catholic,NA
6,1,5,1,1,5,1,5,5,2,2008,NA,Barack Obama
6,2,3,1,1,1,1,5,3,2,2008,Catholic,John McCain
6,1,4,5,5,1,5,1,1,4,2008,Catholic,NA
6,3,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
6,2,4,5,5,1,1,5,4,2,2008,Protestant,John McCain
6,1,3,3,5,3,1,2,5,2,2008,Catholic,Barack Obama
6,3,3,5,5,1,3,2,3,2,2008,Protestant,Barack Obama
6,2,5,5,5,1,5,3,3,2,2008,Protestant,NA
6,2,1,3,3,3,3,5,3,5,2008,Protestant,John McCain
6,5,4,3,5,5,3,2,3,5,2008,Protestant,Barack Obama
6,3,3,3,3,3,3,5,5,2,2008,Catholic,John McCain
6,5,2,5,1,5,1,5,3,3,2008,Protestant,John McCain
6,3,3,5,1,1,1,5,3,4,2008,NA,Barack Obama
6,3,1,1,1,1,5,2,3,1,2008,Catholic,NA
6,2,2,5,5,1,1,2,5,2,2008,Protestant,John McCain
6,3,1,5,1,5,1,1,2,2,2008,Protestant,Barack Obama
6,2,5,5,1,5,1,5,5,2,2008,Protestant,John McCain
6,2,4,5,5,1,5,5,4,1,2008,Catholic,John McCain
6,1,3,3,5,1,1,NA,5,NA,2008,Catholic,Barack Obama
6,2,4,5,1,1,1,2,4,2,2008,Protestant,NA
6,3,4,5,5,1,1,3,5,2,2008,Protestant,John McCain
6,2,3,5,3,3,3,3,2,4,2008,Protestant,John McCain
6,2,5,3,3,5,3,3,2,2,2008,Protestant,John McCain
6,2,4,5,1,1,1,5,2,1,2008,Protestant,John McCain
6,1,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
6,5,3,3,5,3,3,2,2,2,2008,NA,Barack Obama
6,1,2,5,5,1,5,2,1,1,2008,Other Religion,NA
6,1,4,5,5,1,1,5,4,5,2008,Protestant,Barack Obama
6,1,5,3,5,3,3,4,2,2,2008,Catholic,Barack Obama
6,3,4,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
6,1,5,5,3,1,3,5,5,4,2008,Protestant,Barack Obama
6,1,3,5,5,1,5,5,4,1,2008,Protestant,Barack Obama
6,2,1,5,5,1,5,3,3,3,2008,NA,NA
6,3,1,3,3,3,3,3,4,2,2008,Protestant,Barack Obama
6,1,1,5,5,1,3,3,1,1,2008,Protestant,Barack Obama
6,2,2,5,1,1,5,5,5,1,2008,Protestant,John McCain
6,3,1,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
6,1,2,5,5,1,5,4,2,2,2008,Catholic,Barack Obama
6,5,1,5,5,1,5,4,2,2,2008,Catholic,NA
6,1,4,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
6,1,5,5,5,1,1,4,3,2,2008,Catholic,NA
6,1,3,5,5,1,1,3,2,4,2008,Catholic,Barack Obama
6,1,5,5,5,5,5,5,5,4,2008,Catholic,Barack Obama
6,4,5,5,3,3,3,3,3,2,2008,Catholic,NA
6,1,4,1,3,3,3,5,5,1,2008,Protestant,Barack Obama
6,1,4,5,5,5,5,3,5,4,2008,NA,NA
6,1,3,5,5,5,1,2,4,1,2008,Protestant,Barack Obama
6,5,5,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
6,3,4,5,1,5,1,1,5,2,2008,Protestant,John McCain
6,2,3,5,5,1,3,3,2,3,2008,Protestant,John McCain
6,3,2,1,3,5,1,4,4,3,2008,NA,Barack Obama
6,2,2,1,1,5,1,4,5,4,2008,Catholic,John McCain
6,1,4,5,5,1,5,5,4,3,2008,Protestant,Barack Obama
6,5,2,5,1,5,1,4,4,5,2008,NA,Barack Obama
6,2,2,5,5,1,1,1,1,2,2008,Protestant,John McCain
6,2,3,5,5,1,1,2,2,2,2008,Protestant,John McCain
6,1,4,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
6,2,3,5,5,1,3,4,4,2,2008,Catholic,NA
6,3,3,5,1,1,1,4,2,4,2008,Protestant,Other
6,2,2,5,5,5,5,3,3,2,2008,Protestant,John McCain
6,3,5,5,1,5,1,5,3,1,2008,NA,Barack Obama
6,2,3,5,5,1,1,3,2,2,2008,Protestant,John McCain
6,2,5,5,5,1,5,2,1,2,2008,Protestant,John McCain
6,1,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
6,1,3,3,5,1,3,3,5,2,2008,Protestant,NA
6,2,4,3,1,5,1,2,1,2,2008,Protestant,NA
6,1,5,3,3,5,3,3,5,2,2008,NA,Barack Obama
6,2,3,3,3,3,3,4,4,2,2008,Protestant,John McCain
6,5,2,5,5,5,1,4,5,4,2008,Protestant,John McCain
6,1,4,1,1,5,1,4,5,2,2008,Protestant,Barack Obama
6,1,5,5,5,1,1,3,4,4,2008,Protestant,Barack Obama
6,1,5,5,1,5,1,5,5,3,2008,Protestant,Barack Obama
6,3,2,5,5,5,1,3,4,1,2008,NA,NA
6,3,5,1,5,1,5,5,4,4,2008,Catholic,John McCain
6,1,5,5,5,1,1,3,5,4,2008,Catholic,Barack Obama
6,NA,1,5,5,1,1,3,3,3,2008,NA,Barack Obama
6,2,4,5,1,1,1,1,4,5,2008,Protestant,John McCain
6,3,2,5,5,1,5,3,5,1,2008,Catholic,NA
6,3,4,5,5,1,5,2,3,2,2008,Protestant,NA
6,3,1,5,5,5,5,5,5,3,2008,Catholic,NA
6,2,2,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
6,1,3,5,5,1,5,4,3,2,2008,Protestant,Barack Obama
6,4,4,3,1,5,1,2,3,2,2008,NA,Barack Obama
6,1,3,7,3,5,1,5,5,1,2008,Catholic,Barack Obama
6,3,3,3,3,3,3,3,1,3,2008,NA,Barack Obama
6,1,4,5,1,5,1,5,4,2,2008,NA,Barack Obama
6,1,5,1,3,5,1,5,5,2,2008,NA,Barack Obama
6,1,4,5,1,1,1,5,5,1,2008,Protestant,Barack Obama
6,3,1,1,1,5,1,5,5,2,2008,NA,Barack Obama
6,3,4,5,5,5,3,3,3,1,2008,NA,NA
6,1,4,3,3,5,1,5,5,1,2008,NA,Barack Obama
6,3,4,5,5,1,1,2,4,2,2008,NA,Barack Obama
6,1,5,3,3,3,3,5,5,4,2008,NA,Barack Obama
6,1,2,3,3,5,1,5,5,2,2008,Protestant,Barack Obama
6,3,3,5,3,3,3,4,5,2,2008,Catholic,Barack Obama
6,1,4,5,5,5,1,5,5,4,2008,NA,Barack Obama
6,1,4,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
6,1,4,5,1,5,1,5,5,1,2008,NA,NA
6,1,2,1,1,5,1,5,5,2,2008,NA,Barack Obama
6,1,4,3,5,3,3,5,4,2,2008,Catholic,Barack Obama
6,5,4,1,1,5,1,5,5,1,2008,NA,Barack Obama
6,1,4,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
6,3,3,5,5,5,5,1,5,1,2008,Catholic,NA
6,1,2,3,3,3,3,2,4,1,2008,Protestant,Barack Obama
6,3,3,5,1,5,1,5,4,2,2008,NA,Barack Obama
6,1,4,1,1,5,1,5,5,1,2008,Other Religion,Barack Obama
6,3,1,NA,NA,NA,NA,NA,NA,NA,2008,Jewish,NA
6,1,3,3,3,3,3,2,3,3,2008,Protestant,Barack Obama
6,1,5,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
6,3,3,5,1,1,1,3,3,3,2008,NA,John McCain
6,1,1,5,5,1,5,5,4,5,2008,Protestant,Barack Obama
6,3,NA,3,5,1,1,5,3,2,2008,Other Religion,NA
6,2,4,1,5,1,5,4,4,3,2008,Protestant,John McCain
6,3,5,5,5,1,1,3,5,1,2008,Catholic,NA
6,3,1,5,5,1,1,4,5,4,2008,Protestant,NA
6,1,1,3,5,1,3,4,5,2,2008,NA,Barack Obama
6,1,NA,5,5,1,3,2,1,1,2008,Protestant,NA
6,1,5,5,5,5,5,4,1,1,2008,Protestant,Barack Obama
6,3,4,5,1,5,5,5,5,2,2008,Protestant,NA
6,NA,2,5,5,5,1,1,2,1,2008,NA,NA
6,3,3,5,1,5,1,3,4,3,2008,NA,Barack Obama
6,2,2,3,3,3,3,4,2,2,2008,Protestant,John McCain
6,1,4,5,5,1,1,5,5,5,2008,NA,Barack Obama
6,2,2,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
6,1,1,1,5,5,1,4,5,3,2008,Protestant,NA
6,3,2,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
6,2,4,5,5,1,1,4,4,4,2008,Protestant,John McCain
6,2,3,5,1,1,5,3,4,2,2008,Protestant,John McCain
6,3,3,5,5,1,1,4,4,2,2008,Protestant,John McCain
6,1,3,5,5,1,1,4,3,2,2008,NA,John McCain
6,3,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
6,3,2,5,5,5,1,2,5,1,2008,Catholic,NA
6,1,2,3,3,1,3,4,4,2,2008,Protestant,Barack Obama
6,3,4,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
6,3,4,5,5,1,5,4,5,2,2008,Catholic,Barack Obama
6,3,4,5,1,5,1,5,5,1,2008,Protestant,Barack Obama
6,3,2,5,1,5,1,2,4,3,2008,Protestant,Barack Obama
6,1,5,5,3,3,3,5,5,1,2008,Protestant,Barack Obama
6,4,5,5,5,5,1,2,5,2,2008,Protestant,Barack Obama
6,1,4,5,1,5,1,5,5,1,2008,Orthodox,Barack Obama
6,NA,4,5,5,1,5,1,3,5,2008,Catholic,Barack Obama
6,1,2,1,1,1,1,4,5,2,2008,NA,Barack Obama
6,1,5,5,5,1,1,3,2,3,2008,NA,Barack Obama
6,5,5,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
6,3,5,5,5,1,1,3,4,3,2008,Protestant,John McCain
6,2,1,5,5,5,1,2,3,2,2008,Catholic,John McCain
6,4,4,1,1,5,1,2,5,4,2008,NA,NA
6,2,4,5,5,5,1,4,5,2,2008,NA,John McCain
6,1,3,5,1,5,1,3,5,2,2008,Catholic,Barack Obama
6,2,4,5,1,1,1,3,5,2,2008,Protestant,John McCain
6,1,4,5,5,1,5,2,4,4,2008,NA,Barack Obama
6,3,2,1,1,5,1,5,5,4,2008,NA,Barack Obama
6,2,2,5,1,1,1,5,5,2,2008,Protestant,John McCain
6,2,5,5,3,1,5,2,4,5,2008,Protestant,NA
6,1,4,5,1,5,1,4,5,1,2008,Catholic,Barack Obama
6,3,3,5,1,5,1,2,5,2,2008,NA,NA
6,2,2,5,1,5,1,3,4,4,2008,NA,John McCain
6,2,5,5,5,1,5,5,3,1,2008,Protestant,John McCain
6,1,1,5,5,5,1,5,5,2,2008,Protestant,Barack Obama
6,2,4,5,1,5,1,2,2,3,2008,NA,John McCain
6,3,4,5,1,5,1,5,5,1,2008,NA,Barack Obama
6,1,4,1,1,5,1,4,2,1,2008,Protestant,Barack Obama
6,1,2,3,3,1,3,5,5,2,2008,Protestant,Barack Obama
8,1,3,1,1,5,1,4,2,3,2008,Jewish,Barack Obama
8,1,5,5,5,1,5,5,5,2,2008,Protestant,Barack Obama
8,2,4,5,5,5,1,5,5,3,2008,Protestant,Barack Obama
8,4,3,1,1,5,1,5,5,1,2008,NA,Barack Obama
8,1,3,5,3,3,3,2,3,2,2008,Catholic,Barack Obama
8,3,2,1,1,1,1,4,3,2,2008,Protestant,Barack Obama
8,5,4,5,3,1,3,2,NA,2,2008,NA,NA
8,3,3,1,5,1,5,3,3,2,2008,Protestant,John McCain
8,1,1,5,5,1,5,5,5,2,2008,Catholic,Barack Obama
8,3,5,5,5,5,1,5,5,1,2008,Protestant,John McCain
8,3,4,5,1,5,5,2,4,3,2008,Protestant,John McCain
8,3,4,5,5,1,3,5,3,4,2008,Catholic,Barack Obama
8,1,1,5,5,5,1,2,4,1,2008,Catholic,Barack Obama
8,2,4,5,5,1,5,4,3,2,2008,Catholic,John McCain
8,2,4,5,1,5,1,5,2,2,2008,Protestant,John McCain
8,3,4,5,1,1,1,4,4,2,2008,Catholic,Barack Obama
8,3,2,3,3,3,3,NA,5,5,2008,Catholic,John McCain
8,1,4,1,5,1,5,5,5,5,2008,Protestant,Barack Obama
8,3,1,5,5,1,1,1,3,4,2008,Protestant,John McCain
8,3,3,5,5,1,1,4,3,2,2008,Protestant,John McCain
8,3,4,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
8,1,4,5,5,5,1,5,4,2,2008,Catholic,NA
8,3,4,3,3,1,3,2,2,2,2008,Catholic,Barack Obama
8,3,3,5,5,1,5,2,1,2,2008,Protestant,John McCain
8,2,5,5,1,1,3,4,5,1,2008,Catholic,NA
8,1,4,1,1,5,1,5,5,1,2008,NA,Barack Obama
8,1,5,3,3,3,3,5,4,2,2008,Catholic,Barack Obama
8,1,5,5,5,1,1,3,2,2,2008,Catholic,Barack Obama
8,3,2,3,3,1,3,4,4,2,2008,Protestant,NA
8,3,4,5,5,1,5,2,2,1,2008,NA,John McCain
8,2,5,5,3,3,3,1,3,2,2008,NA,NA
8,1,4,1,5,5,1,4,5,3,2008,NA,Barack Obama
8,3,4,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
8,5,5,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
8,3,4,1,5,1,5,4,1,4,2008,Catholic,NA
8,NA,2,5,5,1,5,4,2,2,2008,Protestant,NA
8,1,2,5,5,1,3,4,4,1,2008,Catholic,Barack Obama
8,3,3,5,5,1,5,2,4,2,2008,Catholic,John McCain
8,1,1,5,5,1,1,4,2,3,2008,Catholic,Barack Obama
8,1,4,5,5,1,1,5,5,2,2008,Protestant,Barack Obama
8,1,5,5,5,5,1,5,5,1,2008,Protestant,Barack Obama
8,1,1,5,5,1,5,2,2,1,2008,Protestant,Barack Obama
8,3,1,5,1,5,1,4,5,1,2008,NA,Barack Obama
8,1,4,1,1,5,1,5,3,2,2008,NA,Barack Obama
8,3,4,5,5,1,1,5,1,4,2008,Catholic,Barack Obama
8,1,5,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
8,2,5,5,5,1,5,3,3,2,2008,Protestant,John McCain
8,1,4,1,5,5,1,5,5,2,2008,NA,Barack Obama
8,1,2,5,1,1,1,3,3,4,2008,NA,Barack Obama
8,3,1,3,3,5,1,3,4,3,2008,NA,NA
8,1,2,5,5,5,5,1,4,2,2008,Catholic,Barack Obama
8,5,4,5,5,1,3,2,1,3,2008,Catholic,NA
8,5,3,5,5,1,1,3,3,3,2008,Protestant,NA
8,1,5,5,1,5,5,5,4,2,2008,NA,Barack Obama
8,3,4,5,1,5,1,1,2,4,2008,NA,Other
8,3,1,5,5,1,5,3,3,3,2008,NA,NA
8,3,2,5,1,1,5,5,5,4,2008,Catholic,John McCain
8,5,2,5,5,1,3,2,1,4,2008,Protestant,Barack Obama
8,3,4,1,3,5,3,4,5,4,2008,Protestant,Barack Obama
8,3,4,5,1,1,1,4,2,3,2008,Jewish,John McCain
8,5,1,5,5,5,1,2,4,4,2008,Protestant,NA
8,1,5,5,1,5,1,5,4,2,2008,Protestant,Barack Obama
8,1,4,5,5,5,1,4,5,1,2008,Catholic,Barack Obama
8,3,5,5,5,5,5,2,3,4,2008,NA,NA
8,3,2,5,5,1,1,4,3,2,2008,NA,Barack Obama
