party,state,score,year,child_score,women_score,foreign_score,rural_score,financial,absentee
Independent,NA,0.660833333333333,2012,1,0.49125,NA,NA,1,NA
Independent,NA,0.51,2012,0.375,0.5775,NA,NA,0.75,NA
Independent,NA,0.5975,2012,0.75,0.52125,NA,NA,0.75,NA
Independent,NA,0.5875,2012,0.75,0.50625,NA,NA,0.5,NA
Independent,NA,0.555833333333333,2012,0.75,0.45875,NA,NA,0.75,NA
NA,NA,NA,2012,NA,NA,NA,NA,1,NA
Independent,NA,0.480833333333333,2012,0.5,0.47125,NA,NA,0.25,NA
Independent,tennessee,0.480833333333333,2012,0.5,0.47125,NA,NA,0.25,NA
Independent,NA,0.793333333333333,2012,1,0.69,NA,NA,1,NA
Independent,NA,0.675,2012,0.75,0.6375,NA,NA,0.5,NA
Independent,NA,0.459166666666667,2012,0.5,0.43875,NA,NA,0.25,NA
Independent,texas,0.481666666666667,2012,0.75,0.34750000000000003,NA,NA,0.25,NA
Independent,NA,0.495,2012,0.75,0.3675,NA,NA,0.5,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.25,NA
Independent,NA,0.606666666666667,2012,0.75,0.535,NA,NA,0.5,NA
Independent,NA,0.738181818181818,2012,1,0.5885714285714285,NA,NA,0.25,NA
Independent,NA,0.605,2012,0.875,0.47,NA,NA,0.75,NA
Independent,NA,0.509166666666667,2012,0.875,0.32625,NA,NA,0.25,NA
Independent,NA,0.655,2012,1,0.4825,NA,NA,0,NA
Independent,NA,0.495,2012,0.75,0.3675,NA,NA,0.5,NA
Independent,NA,0.578181818181818,2012,0.625,0.5514285714285714,NA,NA,0.25,NA
Republican,NA,0.294166666666667,2012,0.25,0.31625000000000003,NA,NA,0,NA
Republican,NA,0.468333333333333,2012,0.75,0.3275,NA,NA,0.25,NA
Republican,NA,0.579166666666667,2012,1,0.36875,NA,NA,0.25,NA
Republican,NA,0.525,2012,0.5,0.5375,NA,NA,1,NA
Republican,NA,0.699166666666667,2012,1,0.54875,NA,NA,1,NA
Republican,NA,0.496666666666667,2012,0.5,0.495,NA,NA,0.5,NA
Republican,NA,0.708181818181818,2012,1,0.5414285714285715,NA,NA,0,NA
Republican,NA,0.259166666666667,2012,0,0.38875,NA,NA,0.25,NA
NA,NA,0.460833333333333,2012,0.5,0.44125000000000003,NA,NA,0.5,NA
NA,NA,0.695,2012,1,0.5425,NA,NA,0.75,NA
NA,NA,0.6475,2012,0.625,0.65875,NA,NA,0.25,NA
NA,NA,0.310909090909091,2012,0.5,0.20285714285714285,NA,NA,0,NA
NA,NA,0.545,2012,0.75,0.4425,NA,NA,0.25,NA
NA,NA,0.231666666666667,2012,0,0.34750000000000003,NA,NA,0,NA
NA,NA,0.640833333333333,2012,0.5,0.71125,NA,NA,0.5,NA
NA,NA,0.460833333333333,2012,0.75,0.31625000000000003,NA,NA,1,NA
Democrat,NA,0.4825,2012,0.5,0.47375,NA,NA,0.5,NA
Democrat,NA,0.529166666666667,2012,0.25,0.66875,NA,NA,0.5,NA
Democrat,NA,0.426666666666667,2012,0.5,0.39,NA,NA,1,NA
Democrat,NA,0.454166666666667,2012,0.625,0.36875,NA,NA,0.5,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.25,NA
Democrat,NA,0.405833333333333,2012,0.125,0.54625,NA,NA,0.5,NA
Democrat,NA,0.356666666666667,2012,0.5,0.28500000000000003,NA,NA,0,NA
Democrat,NA,0.273333333333333,2012,0.25,0.28500000000000003,NA,NA,0,NA
Democrat,virginia,0.35,2012,0,0.525,NA,NA,0.5,NA
Democrat,NA,0.440833333333333,2012,0.5,0.41125,NA,NA,0.25,NA
Independent,NA,0.495833333333333,2012,0.625,0.43125,NA,NA,0.5,NA
Independent,NA,0.434166666666667,2012,0.5,0.40125,NA,NA,0,NA
Independent,NA,0.609090909090909,2012,0.75,0.5285714285714286,NA,NA,0.5,NA
Independent,NA,0.668333333333333,2012,0.75,0.6275,NA,NA,0.75,NA
Independent,NA,0.775833333333333,2012,1,0.66375,NA,NA,1,NA
Independent,NA,0.5525,2012,0.75,0.45375,NA,NA,0.25,NA
Independent,NA,0.521666666666667,2012,0.75,0.4075,NA,NA,NA,NA
Independent,NA,0.545833333333333,2012,0.5,0.56875,NA,NA,0,NA
Independent,NA,0.683333333333333,2012,0.75,0.65,NA,NA,0,NA
NA,NA,0.640833333333333,2012,1,0.46125,NA,NA,0.75,NA
NA,NA,0.64,2012,1,0.4342857142857143,NA,NA,1,NA
NA,NA,0.1475,2012,0,0.22125,NA,NA,0.25,NA
NA,NA,0.559166666666667,2012,0.75,0.46375,NA,NA,1,NA
NA,NA,0.585833333333333,2012,0.5,0.62875,NA,NA,0.25,NA
Independent,NA,0.4975,2012,0.5,0.49624999999999997,NA,NA,0.25,NA
Independent,NA,0.516666666666667,2012,0.75,0.4,NA,NA,0.25,NA
Independent,wisconsin,0.641666666666667,2012,0.75,0.5875,NA,NA,0,NA
Independent,NA,0.58,2012,0.75,0.495,NA,NA,0,NA
Independent,NA,0.51,2012,0.75,0.39,NA,NA,0.5,NA
NA,NA,NA,2012,NA,NA,NA,NA,1,NA
Independent,NA,0.628333333333333,2012,1,0.4425,NA,NA,0.25,NA
Independent,NA,0.479166666666667,2012,0.75,0.34375,NA,NA,0,NA
Democrat,NA,0.523636363636364,2012,0.75,0.3942857142857143,NA,NA,0.25,NA
Independent,NA,0.238181818181818,2012,0,0.3742857142857143,NA,NA,0.25,NA
Democrat,NA,0.676666666666667,2012,1,0.515,NA,NA,0.25,NA
Democrat,NA,0.501666666666667,2012,0.5,0.5025,NA,NA,0.75,NA
Democrat,NA,0.584166666666667,2012,1,0.37625,NA,NA,1,NA
Democrat,alabama,0.530833333333333,2012,1,0.29625,NA,NA,0,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.25,NA
Democrat,alabama,0.4825,2012,0.5,0.47375,NA,NA,0.75,NA
Democrat,alabama,0.635,2012,0.875,0.515,NA,NA,0.75,NA
Republican,NA,0.943,2012,1,0.905,NA,NA,0.75,NA
Republican,NA,0.5225,2012,0.75,0.40875,NA,NA,0.75,NA
Republican,NA,0.321666666666667,2012,0.5,0.23249999999999998,NA,NA,0.25,NA
Democrat,NA,0.649166666666667,2012,1,0.47375,NA,NA,1,NA
Democrat,NA,0.758333333333333,2012,1,0.6375,NA,NA,0,NA
Democrat,NA,0.730833333333333,2012,1,0.59625,NA,NA,0.25,NA
Independent,NA,0.459166666666667,2012,0.5,0.43875000000000003,NA,NA,0.75,NA
Independent,NA,0.7725,2012,1,0.65875,NA,NA,0,NA
Independent,NA,0.62,2012,1,0.43,NA,NA,0.5,NA
Democrat,NA,0.481666666666667,2012,0.5,0.47250000000000003,NA,NA,0.75,NA
Independent,NA,0.725833333333333,2012,1,0.58875,NA,NA,0,NA
Independent,NA,0.294166666666667,2012,0.25,0.31625000000000003,NA,NA,0.25,NA
Independent,NA,0.689166666666667,2012,0.875,0.59625,NA,NA,0.5,NA
Democrat,NA,0.558333333333333,2012,0.75,0.4625,NA,NA,0.75,NA
Democrat,california,0.5525,2012,0.75,0.45375,NA,NA,0.5,NA
Independent,NA,0.600833333333333,2012,0.75,0.52625,NA,NA,0.25,NA
Independent,NA,0.724166666666667,2012,1,0.58625,NA,NA,0.25,NA
Independent,NA,0.564166666666667,2012,0.75,0.47125,NA,NA,0.25,NA
Democrat,NA,0.4525,2012,0.5,0.42875,NA,NA,1,NA
Democrat,NA,0.649166666666667,2012,1,0.47375,NA,NA,0.75,NA
Independent,NA,0.593333333333333,2012,1,0.39,NA,NA,0.25,NA
Independent,NA,0.620833333333333,2012,0.75,0.55625,NA,NA,0.25,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.75,NA
Independent,NA,0.440833333333333,2012,0.5,0.41125,NA,NA,0.25,NA
Independent,NA,0.475,2012,0.75,0.3375,NA,NA,0.5,NA
Independent,california,0.6075,2012,1,0.41125,NA,NA,0.25,NA
Independent,california,0.419166666666667,2012,0.25,0.50375,NA,NA,0.25,NA
Independent,NA,0.530833333333333,2012,0.5,0.54625,NA,NA,0.5,NA
Democrat,NA,0.64,2012,1,0.46,NA,NA,0.25,NA
Democrat,california,0.462,2012,0.25,0.6033333333333333,NA,NA,0.75,NA
Democrat,NA,0.721,2012,1,0.535,NA,NA,0,NA
Democrat,NA,0.469166666666667,2012,0.5,0.45375,NA,NA,0.25,NA
Democrat,NA,0.695,2012,1,0.5425,NA,NA,0.25,NA
Democrat,NA,0.706363636363636,2012,1,0.5385714285714286,NA,NA,0.5,NA
Democrat,NA,0.521666666666667,2012,0.5,0.5325,NA,NA,0,NA
Democrat,NA,0.461666666666667,2012,0,0.6925,NA,NA,0.75,NA
Democrat,virginia,0.489166666666667,2012,0.75,0.35875,NA,NA,0.25,NA
Democrat,NA,0.551666666666667,2012,0.5,0.5775,NA,NA,0.5,NA
Democrat,NA,0.315,2012,0.25,0.34750000000000003,NA,NA,0.25,NA
Democrat,NA,0.606666666666667,2012,0.875,0.4725,NA,NA,0.75,NA
Democrat,NA,0.480833333333333,2012,0.5,0.47125,NA,NA,0,NA
Democrat,NA,0.730833333333333,2012,0.75,0.72125,NA,NA,0.5,NA
Democrat,NA,0.488333333333333,2012,0.5,0.4825,NA,NA,0.25,NA
Democrat,NA,0.684166666666667,2012,1,0.52625,NA,NA,0.25,NA
NA,delaware,NA,2012,NA,NA,NA,NA,0.75,NA
Independent,NA,0.661666666666667,2012,1,0.4925,NA,NA,1,NA
Independent,NA,0.6975,2012,1,0.54625,NA,NA,0,NA
Independent,NA,0.646666666666667,2012,1,0.47,NA,NA,0.5,NA
Independent,florida,0.62,2012,1,0.43,NA,NA,0.25,NA
Independent,NA,0.453333333333333,2012,0.75,0.305,NA,NA,0.25,NA
Independent,NA,0.654166666666667,2012,1,0.48125,NA,NA,0,NA
Independent,NA,0.488333333333333,2012,0.75,0.3575,NA,NA,0.75,NA
Independent,NA,0.62,2012,1,0.43,NA,NA,0.75,NA
Independent,NA,0.529166666666667,2012,1,0.29375,NA,NA,0,NA
Independent,NA,0.459166666666667,2012,0.5,0.43875000000000003,NA,NA,0.25,NA
Independent,florida,0.493333333333333,2012,0.75,0.365,NA,NA,0.25,NA
Independent,NA,0.577272727272727,2012,1,0.33571428571428574,NA,NA,0.25,NA
Independent,NA,0.4475,2012,0.25,0.54625,NA,NA,0.25,NA
Independent,NA,0.509166666666667,2012,0.75,0.38875,NA,NA,0.75,NA
Independent,NA,0.640833333333333,2012,0.875,0.52375,NA,NA,1,NA
Independent,NA,0.5575,2012,1,0.33625,NA,NA,0.25,NA
Independent,NA,0.5575,2012,1,0.33625,NA,NA,0.25,NA
Independent,NA,0.619166666666667,2012,1,0.42875,NA,NA,0,NA
Independent,NA,0.558333333333333,2012,1,0.3375,NA,NA,0.25,NA
Independent,NA,0.453333333333333,2012,0.5,0.43,NA,NA,0.25,NA
Independent,NA,0.516666666666667,2012,0.75,0.4,NA,NA,0.25,NA
Independent,NA,0.6075,2012,1,0.41125,NA,NA,0.25,NA
Independent,NA,0.419166666666667,2012,0.5,0.37875,NA,NA,0.25,NA
Independent,NA,0.426666666666667,2012,0.5,0.39,NA,NA,0,NA
Independent,NA,0.5375,2012,0.75,0.43125,NA,NA,0.25,NA
Independent,NA,0.605833333333333,2012,0.75,0.53375,NA,NA,0.25,NA
Independent,NA,0.696666666666667,2012,1,0.545,NA,NA,0.25,NA
Independent,florida,0.480833333333333,2012,0.75,0.34625,NA,NA,0,NA
Independent,NA,0.571818181818182,2012,0.75,0.47000000000000003,NA,NA,0.5,NA
Independent,NA,0.530833333333333,2012,0.75,0.42125,NA,NA,0,NA
Republican,NA,0.586666666666667,2012,1,0.38,NA,NA,0.25,NA
Republican,NA,0.3425,2012,0.25,0.38875,NA,NA,0.25,NA
Republican,NA,0.503333333333333,2012,0.75,0.38,NA,NA,0.5,NA
Republican,NA,0.668333333333333,2012,1,0.5025,NA,NA,0.25,NA
Republican,NA,0.543333333333333,2012,1,0.315,NA,NA,0.25,NA
Republican,NA,0.439166666666667,2012,0.75,0.28375,NA,NA,0.25,NA
Republican,illinois,0.5025,2012,1,0.25375000000000003,NA,NA,0,NA
NA,illinois,NA,2012,NA,NA,NA,NA,0.5,NA
Republican,NA,0.6075,2012,0.875,0.47375,NA,NA,0.5,NA
Republican,NA,0.398333333333333,2012,0.5,0.3475,NA,NA,0.75,NA
Republican,NA,0.563333333333333,2012,0.75,0.47,NA,NA,0.25,NA
Independent,NA,0.5375,2012,0.75,0.43125,NA,NA,0.5,NA
Independent,NA,0.6125,2012,0.5,0.66875,NA,NA,0.75,NA
Independent,illinois,0.544166666666667,2012,1,0.31625000000000003,NA,NA,0.25,NA
Democrat,illinois,0.503333333333333,2012,0.5,0.505,NA,NA,0.5,NA
Republican,NA,0.545,2012,0.75,0.4425,NA,NA,0.5,NA
NA,NA,NA,2012,NA,NA,NA,NA,0,NA
Republican,NA,0.5025,2012,0.75,0.37875000000000003,NA,NA,0.5,NA
Republican,NA,0.709166666666667,2012,1,0.56375,NA,NA,0.25,NA
Republican,NA,0.544166666666667,2012,0.75,0.44125,NA,NA,0,NA
Republican,illinois,0.57,2012,1,0.3242857142857143,NA,NA,0.25,NA
Republican,NA,0.683333333333333,2012,1,0.525,NA,NA,0,NA
Republican,NA,0.231666666666667,2012,0,0.34750000000000003,NA,NA,0.25,NA
Republican,NA,0.524166666666667,2012,0.75,0.41125,NA,NA,0.75,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.5,NA
Republican,NA,0.793333333333333,2012,0.75,0.815,NA,NA,0.75,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.75,NA
Democrat,illinois,0.62,2012,1,0.43,NA,NA,0.25,NA
Democrat,NA,0.438333333333333,2012,0.625,0.34500000000000003,NA,NA,0.5,NA
Democrat,NA,0.480833333333333,2012,1,0.22125,NA,NA,0.25,NA
Independent,NA,0.6275,2012,1,0.44125,NA,NA,0.75,NA
Democrat,NA,0.584166666666667,2012,0.875,0.43875,NA,NA,0.25,NA
Democrat,NA,0.685,2012,0.75,0.6525,NA,NA,0.5,NA
Independent,NA,0.475,2012,0.75,0.3375,NA,NA,0.5,NA
Republican,NA,0.356666666666667,2012,0.25,0.41000000000000003,NA,NA,0.25,NA
Independent,NA,0.621666666666667,2012,1,0.4325,NA,NA,0.5,NA
Republican,NA,0.44,2012,0.25,0.535,NA,NA,0.25,NA
Independent,illinois,0.3975,2012,0.75,0.22125,NA,NA,0,NA
Republican,kentucky,0.461666666666667,2012,0.5,0.4425,NA,NA,0.75,NA
Republican,NA,0.439166666666667,2012,0.75,0.28375,NA,NA,0,NA
Republican,kentucky,0.308333333333333,2012,0.25,0.3375,NA,NA,0.5,NA
Republican,NA,0.458181818181818,2012,0.5,0.4342857142857143,NA,NA,0.25,NA
Republican,NA,0.572857142857143,2012,0.625,0.5033333333333333,NA,NA,0.75,NA
Republican,NA,0.58625,2012,0.75,0.42250000000000004,NA,NA,0.25,NA
Democrat,NA,0.335,2012,0.5,0.2525,NA,NA,0,NA
Democrat,NA,0.419166666666667,2012,0.5,0.37875,NA,NA,0.75,NA
Democrat,NA,0.521666666666667,2012,0.5,0.5325,NA,NA,0.25,NA
Democrat,NA,0.458333333333333,2012,0.5,0.4375,NA,NA,1,NA
Independent,NA,0.689166666666667,2012,1,0.53375,NA,NA,1,NA
Democrat,NA,0.5775,2012,0.875,0.42875,NA,NA,0.75,NA
Democrat,NA,0.727,2012,0.875,0.6283333333333333,NA,NA,0.5,NA
Democrat,NA,0.6475,2012,0.625,0.6587500000000001,NA,NA,0.75,NA
Democrat,new mexico,0.460833333333333,2012,0.5,0.44125000000000003,NA,NA,0.25,NA
Independent,new mexico,0.503333333333333,2012,0.5,0.505,NA,NA,0,NA
Democrat,new mexico,0.503333333333333,2012,0.5,0.505,NA,NA,0.5,NA
Democrat,NA,0.5725,2012,0.625,0.54625,NA,NA,0.25,NA
Independent,new mexico,0.56,2012,0.75,0.46499999999999997,NA,NA,0.75,NA
Democrat,new mexico,0.5175,2012,0.5,0.52625,NA,NA,0.25,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.5,NA
NA,new mexico,NA,2012,NA,NA,NA,NA,0.25,NA
Democrat,NA,0.4725,2012,0.5,0.45875,NA,NA,0.25,NA
Independent,NA,0.564166666666667,2012,0.75,0.47125,NA,NA,0.75,NA
Republican,NA,0.439166666666667,2012,0.5,0.40875,NA,NA,0.25,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.5,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.5,NA
Independent,new york,0.565833333333333,2012,0.875,0.41125,NA,NA,0.25,NA
Independent,NA,0.652727272727273,2012,0.75,0.5971428571428572,NA,NA,0,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.75,NA
NA,NA,0.460833333333333,2012,0.5,0.44125000000000003,NA,NA,0.5,NA
NA,NA,0.544166666666667,2012,0.75,0.44125000000000003,NA,NA,0,NA
NA,NA,0.675833333333333,2012,1,0.51375,NA,NA,0,NA
NA,NA,0.472727272727273,2012,0.3333333333333333,0.525,NA,NA,0.5,NA
NA,NA,0.594166666666667,2012,1,0.39125,NA,NA,0.5,NA
NA,NA,0.669166666666667,2012,1,0.50375,NA,NA,0.25,NA
NA,NA,0.363333333333333,2012,0.5,0.295,NA,NA,0.5,NA
NA,NA,0.710833333333333,2012,1,0.56625,NA,NA,0.75,NA
NA,NA,0.605,2012,1,0.4075,NA,NA,0.5,NA
NA,NA,0.5225,2012,1,0.28375,NA,NA,0,NA
NA,NA,0.620833333333333,2012,1,0.43125,NA,NA,0.25,NA
Democrat,NA,0.576666666666667,2012,1,0.365,NA,NA,0,NA
Democrat,NA,0.576666666666667,2012,1,0.365,NA,NA,0.25,NA
Democrat,NA,0.516666666666667,2012,0.875,0.3375,NA,NA,0.25,NA
Democrat,NA,0.649166666666667,2012,1,0.47375,NA,NA,0.25,NA
Democrat,NA,0.594166666666667,2012,0.75,0.51625,NA,NA,0.25,NA
Democrat,NA,0.2375,2012,0,0.35625,NA,NA,0.5,NA
Independent,NA,0.688333333333333,2012,1,0.5325,NA,NA,0,NA
NA,NA,NA,2012,NA,NA,NA,NA,0,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.5,NA
Independent,NA,0.535,2012,0.75,0.4275,NA,NA,0.25,NA
Independent,NA,0.6825,2012,1,0.52375,NA,NA,0.75,NA
Independent,NA,0.704166666666667,2012,1,0.55625,NA,NA,0.75,NA
Independent,NA,0.614166666666667,2012,0.75,0.54625,NA,NA,0.75,NA
Democrat,NA,0.58,2012,0.75,0.495,NA,NA,0.5,NA
Independent,NA,0.5075,2012,0.75,0.38625,NA,NA,0.25,NA
Democrat,NA,0.5775,2012,0.625,0.55375,NA,NA,0.5,NA
Republican,NA,0.528,2012,0.625,0.4633333333333334,NA,NA,0.5,NA
Republican,NA,0.6775,2012,1,0.51625,NA,NA,0.25,NA
Republican,NA,0.5025,2012,0.625,0.44125,NA,NA,0.25,NA
Republican,arizona,0.5175,2012,0.625,0.46375,NA,NA,0.75,NA
Republican,arizona,0.5525,2012,0.625,0.51625,NA,NA,1,NA
Republican,NA,0.615,2012,1,0.4225,NA,NA,0.25,NA
Republican,NA,0.793333333333333,2012,1,0.69,NA,NA,0.75,NA
Republican,NA,0.6075,2012,0.75,0.53625,NA,NA,0.25,NA
Republican,NA,0.4825,2012,0.5,0.47375,NA,NA,0.5,NA
Republican,NA,0.674166666666667,2012,1,0.51125,NA,NA,0.75,NA
Republican,NA,0.585833333333333,2012,0.75,0.50375,NA,NA,0.25,NA
Republican,NA,0.69,2012,1,0.535,NA,NA,1,NA
Republican,NA,0.620833333333333,2012,0.75,0.55625,NA,NA,1,NA
Republican,NA,0.675833333333333,2012,1,0.51375,NA,NA,0.75,NA
Republican,arizona,0.641666666666667,2012,0.875,0.525,NA,NA,0.25,NA
Republican,NA,0.481666666666667,2012,0.75,0.34750000000000003,NA,NA,1,NA
Republican,NA,0.578333333333333,2012,0.625,0.555,NA,NA,1,NA
Republican,colorado,0.418181818181818,2012,0.375,0.44285714285714284,NA,NA,0.25,NA
Republican,NA,0.6425,2012,0.875,0.52625,NA,NA,0.5,NA
Republican,NA,0.601666666666667,2012,0.75,0.5275,NA,NA,0.25,NA
Republican,NA,0.724545454545454,2012,1,0.5671428571428572,NA,NA,0.5,NA
Republican,arizona,0.4525,2012,0.75,0.30375,NA,NA,0.5,NA
Republican,NA,0.350833333333333,2012,0.25,0.40125,NA,NA,0.25,NA
Republican,NA,0.398333333333333,2012,0.5,0.3475,NA,NA,0.5,NA
Republican,NA,0.7725,2012,1,0.65875,NA,NA,0.5,NA
Republican,NA,0.51,2012,0.625,0.4525,NA,NA,1,NA
Republican,NA,0.6875,2012,0.75,0.65625,NA,NA,0.5,NA
Independent,NA,0.689166666666667,2012,0.75,0.65875,NA,NA,1,NA
Independent,NA,0.523333333333333,2012,0.75,0.41000000000000003,NA,NA,0.5,NA
Independent,NA,0.594166666666667,2012,0.75,0.51625,NA,NA,NA,NA
Independent,NA,0.349166666666667,2012,0,0.52375,NA,NA,0.75,NA
Independent,NA,0.6875,2012,1,0.53125,NA,NA,0.25,NA
Independent,NA,0.494166666666667,2012,0.5,0.49125,NA,NA,0.25,NA
Independent,california,0.3975,2012,0.5,0.34625,NA,NA,0.5,NA
Independent,NA,0.455,2012,0.5,0.4325,NA,NA,0.25,NA
Independent,NA,0.375833333333333,2012,0.5,0.31375,NA,NA,0.75,NA
Independent,california,0.411666666666667,2012,0.75,0.2425,NA,NA,0.75,NA
Independent,NA,0.67,2012,1,0.505,NA,NA,0.25,NA
Independent,NA,0.5375,2012,0.5,0.55625,NA,NA,0.25,NA
Independent,NA,0.590833333333333,2012,1,0.38625,NA,NA,1,NA
NA,NA,0.372727272727273,2012,0.375,0.37142857142857144,NA,NA,0.25,NA
NA,NA,0.378333333333333,2012,0.25,0.4425,NA,NA,0.5,NA
NA,NA,0.42,2012,0.5,0.38,NA,NA,0.25,NA
NA,NA,0.406666666666667,2012,0.25,0.485,NA,NA,0.25,NA
NA,NA,0.391666666666667,2012,0.5,0.3375,NA,NA,0.5,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.25,NA
NA,michigan,0.43,2012,0.5,0.36,NA,NA,0.5,NA
NA,NA,0.385833333333333,2012,0.25,0.45375,NA,NA,0.5,NA
Democrat,NA,0.586666666666667,2012,0.25,0.755,NA,NA,0.75,NA
NA,california,NA,2012,NA,NA,NA,NA,0.75,NA
Democrat,NA,0.481666666666667,2012,0.5,0.47250000000000003,NA,NA,0.5,NA
Democrat,california,0.204166666666667,2012,0,0.30625,NA,NA,0.5,NA
Republican,NA,0.5775,2012,0.75,0.49125,NA,NA,0.5,NA
Republican,NA,0.4675,2012,0.75,0.32625,NA,NA,0.5,NA
Republican,NA,0.5775,2012,0.75,0.49125,NA,NA,0.25,NA
Republican,NA,0.774545454545455,2012,0.75,0.7885714285714286,NA,NA,1,NA
Republican,NA,0.559166666666667,2012,0.75,0.46375,NA,NA,0,NA
Republican,NA,0.640833333333333,2012,1,0.46125,NA,NA,0.25,NA
Republican,NA,0.633333333333333,2012,0.75,0.575,NA,NA,0.5,NA
Republican,NA,0.64,2012,0.75,0.585,NA,NA,1,NA
Democrat,NA,0.471818181818182,2012,0.625,0.3842857142857143,NA,NA,0.5,NA
Democrat,NA,0.420833333333333,2012,0,0.63125,NA,NA,0.5,NA
Democrat,NA,0.614166666666667,2012,0.75,0.54625,NA,NA,0.75,NA
Democrat,NA,0.251666666666667,2012,0.25,0.2525,NA,NA,0.75,NA
NA,NA,NA,2012,NA,NA,NA,NA,1,NA
Democrat,NA,0.299090909090909,2012,0,0.47000000000000003,NA,NA,0.5,NA
Democrat,NA,0.570833333333333,2012,1,0.35625,NA,NA,0.25,NA
Democrat,california,0.6825,2012,0.875,0.58625,NA,NA,0.5,NA
Democrat,california,0.635,2012,0.75,0.5775,NA,NA,0.75,NA
Democrat,NA,0.6075,2012,1,0.41125,NA,NA,0.75,NA
Democrat,california,0.6475,2012,0.875,0.53375,NA,NA,0.75,NA
Democrat,NA,0.481666666666667,2012,0.5,0.4725,NA,NA,0.5,NA
Democrat,NA,0.594166666666667,2012,0.75,0.51625,NA,NA,1,NA
NA,california,NA,2012,NA,NA,NA,NA,0.75,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.25,NA
Democrat,NA,0.413333333333333,2012,0.25,0.495,NA,NA,0.25,NA
Democrat,NA,0.510833333333333,2012,0.75,0.39125,NA,NA,1,NA
Democrat,NA,0.335833333333333,2012,0.25,0.37875,NA,NA,0.25,NA
Democrat,NA,0.223333333333333,2012,0,0.335,NA,NA,0.25,NA
Democrat,NA,0.3975,2012,0.25,0.545,NA,NA,0.5,NA
Democrat,NA,0.696666666666667,2012,0.75,0.67,NA,NA,0.5,NA
Democrat,NA,0.259166666666667,2012,0.25,0.26375,NA,NA,0,NA
Democrat,NA,0.5875,2012,0.75,0.50625,NA,NA,0.75,NA
Democrat,NA,0.4275,2012,0.375,0.45375,NA,NA,0.75,NA
Democrat,NA,0.558333333333333,2012,0.75,0.4625,NA,NA,0.25,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.5,NA
Democrat,NA,0.310909090909091,2012,0.25,0.3457142857142857,NA,NA,0.5,NA
Democrat,NA,0.747272727272727,2012,0.75,0.7457142857142858,NA,NA,NA,NA
Democrat,NA,0.621666666666667,2012,0.75,0.5575,NA,NA,0.25,NA
Democrat,NA,0.763333333333333,2012,0.75,0.774,NA,NA,1,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.75,NA
Democrat,NA,0.585,2012,0.75,0.5025,NA,NA,0.25,NA
Democrat,NA,0.196666666666667,2012,0,0.295,NA,NA,0.75,NA
Democrat,NA,0.211,2012,0,0.30142857142857143,NA,NA,0.75,NA
Democrat,NA,0.563333333333333,2012,0.75,0.47000000000000003,NA,NA,0.75,NA
Democrat,NA,0.620833333333333,2012,1,0.43125,NA,NA,0.75,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.5,NA
Democrat,NA,0.438333333333333,2012,0.5,0.4075,NA,NA,0.25,NA
Democrat,NA,0.238333333333333,2012,0,0.3575,NA,NA,0,NA
Democrat,NA,0.265833333333333,2012,0.25,0.27375,NA,NA,0.75,NA
Democrat,NA,0.586666666666667,2012,1,0.38,NA,NA,0.5,NA
Democrat,NA,0.583333333333333,2012,1,0.375,NA,NA,0.25,NA
Democrat,NA,0.815,2012,1,0.7225,NA,NA,0.5,NA
Democrat,california,0.73,2012,1,0.595,NA,NA,0.5,NA
Democrat,california,0.503333333333333,2012,0.75,0.38,NA,NA,0.75,NA
Democrat,NA,0.418333333333333,2012,0.75,0.2525,NA,NA,0.25,NA
Democrat,NA,0.489166666666667,2012,0.5,0.48375,NA,NA,0,NA
Democrat,california,0.419090909090909,2012,0.5,0.3728571428571429,NA,NA,0.75,NA
NA,NA,NA,2012,NA,NA,NA,NA,0.75,NA
Democrat,NA,0.438333333333333,2012,0.5,0.4075,NA,NA,0.75,NA
Democrat,NA,0.373333333333333,2012,0.25,0.47200000000000003,NA,NA,0.25,NA
Democrat,NA,0.565833333333333,2012,0.75,0.47375,NA,NA,NA,NA
Democrat,NA,0.291818181818182,2012,0,0.4585714285714286,NA,NA,0.25,NA
Democrat,NA,0.565,2012,0.75,0.4725,NA,NA,0.75,NA
Democrat,NA,0.773636363636364,2012,0.625,0.8585714285714285,NA,NA,0,NA
Democrat,california,0.511818181818182,2012,0.5,0.5185714285714286,NA,NA,0.25,NA
Democrat,california,0.6,2012,1,0.4,NA,NA,0.25,NA
Democrat,NA,0.591666666666667,2012,1,0.3875,NA,NA,0,NA
