party,state,finance.better,child.indep,child.curio,child.obed,child.consid,us.world,women.child,women.work,women.media,women.favors,women.comp,year,Religion,President
NA,48,2,1,1,2,1,3,4,4,1,5,5,2016,Catholic,Hilary Clinton
NA,18,4,2,2,1,1,4,6,2,4,4,4,2016,Evangelical,Donald Trump
4,5,4,1,1,2,2,3,4,6,6,3,4,2016,Evangelical,Hilary Clinton
1,24,2,1,1,2,1,3,4,4,1,5,5,2016,Not Religious,Hilary Clinton
2,22,3,2,2,1,1,3,4,4,4,4,4,2016,Catholic,Donald Trump
2,36,3,2,1,1,2,3,4,4,4,3,4,2016,Mainline,Donald Trump
NA,1,2,2,2,1,1,4,4,4,4,4,4,2016,Catholic,Hilary Clinton
NA,48,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
1,12,4,1,1,2,1,3,6,4,1,5,4,2016,Other Christian,Hilary Clinton
4,6,3,2,2,1,1,4,6,4,1,5,5,2016,Other Christian,Hilary Clinton
NA,39,2,2,1,1,2,2,4,6,6,4,4,2016,Catholic,Hilary Clinton
1,24,2,2,2,2,1,5,4,4,1,5,5,2016,Catholic,Hilary Clinton
NA,27,2,1,1,2,1,2,4,4,6,4,4,2016,Evangelical,Other
1,4,2,1,2,1,1,3,4,4,1,5,5,2016,Not Religious,Hilary Clinton
NA,13,3,2,2,1,1,3,6,1,4,5,4,2016,Evangelical,NA
4,19,3,2,2,2,1,2,5,3,4,4,4,2016,Catholic,Donald Trump
4,41,3,2,1,2,1,5,4,4,1,5,4,2016,Mainline,Hilary Clinton
2,56,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
1,21,4,2,2,2,1,2,6,2,4,4,4,2016,Not Religious,Donald Trump
NA,NA,4,2,2,1,2,4,6,1,7,5,3,2016,Evangelical,NA
2,37,3,2,2,1,1,3,4,4,4,3,3,2016,Evangelical,NA
NA,18,1,2,1,2,2,2,4,4,6,1,2,2016,Not Religious,Donald Trump
1,36,2,1,2,2,1,2,5,4,2,5,5,2016,Not Religious,Hilary Clinton
NA,45,3,2,1,1,1,2,4,6,5,3,3,2016,Other Christian,Donald Trump
1,6,2,1,2,1,1,5,7,4,4,4,1,2016,Not Religious,Hilary Clinton
NA,48,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
5,6,2,1,1,2,2,4,4,4,1,5,5,2016,Not Religious,Hilary Clinton
2,6,5,2,2,2,1,5,7,1,4,5,4,2016,Catholic,Hilary Clinton
2,40,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
NA,17,3,2,2,1,2,3,4,4,4,3,3,2016,Catholic,Donald Trump
NA,15,4,2,2,2,1,5,3,4,5,4,3,2016,Other Christian,Donald Trump
NA,NA,2,2,2,2,1,5,7,1,4,1,2,2016,Other Religion,NA
4,12,4,2,1,2,1,4,6,4,4,4,4,2016,Catholic,Hilary Clinton
2,4,3,2,2,1,2,2,6,1,7,4,4,2016,Mainline,Donald Trump
NA,NA,4,1,2,2,1,3,4,4,2,5,4,2016,Catholic,NA
NA,26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
NA,13,2,2,2,1,2,2,7,1,1,4,4,2016,Other Christian,Jill Stein
NA,NA,2,2,2,1,1,1,4,4,4,5,5,2016,Not Religious,Hilary Clinton
NA,26,5,2,1,1,2,4,7,6,1,5,5,2016,Not Religious,Hilary Clinton
NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
1,34,4,2,2,2,1,5,5,4,3,5,5,2016,Evangelical,Hilary Clinton
1,25,3,2,2,1,1,3,4,4,4,4,4,2016,Catholic,Hilary Clinton
NA,26,3,2,2,1,1,3,4,4,6,2,2,2016,Mainline,Donald Trump
2,6,3,2,2,1,1,3,4,4,6,4,4,2016,Mainline,Donald Trump
NA,NA,4,2,2,1,2,1,5,4,4,2,3,2016,Mainline,NA
2,12,1,2,2,1,2,5,6,4,2,4,3,2016,Catholic,Hilary Clinton
1,11,3,1,1,2,1,2,4,4,1,5,5,2016,Mainline,Hilary Clinton
1,36,3,2,2,1,2,3,6,4,4,3,4,2016,Mainline,NA
NA,28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
NA,53,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
2,9,2,2,2,1,2,1,7,1,7,3,4,2016,Other Christian,Donald Trump
NA,1,3,1,1,2,1,4,6,4,2,5,4,2016,Not Religious,Hilary Clinton
NA,30,4,2,1,1,1,3,6,4,4,4,3,2016,Mainline,Gary Johnson
NA,45,2,2,2,1,2,4,6,1,1,4,4,2016,Evangelical,Hilary Clinton
2,12,3,1,1,2,1,3,4,4,4,4,2,2016,Mainline,Donald Trump
NA,13,1,1,2,2,1,5,4,4,6,5,5,2016,Jewish,Hilary Clinton
4,34,2,2,2,2,1,2,4,4,2,5,5,2016,Evangelical,Hilary Clinton
NA,NA,5,2,2,1,1,3,4,4,NA,NA,NA,2016,NA,NA
1,37,2,2,2,1,2,2,6,4,4,5,3,2016,Not Religious,Hilary Clinton
4,33,3,2,1,2,1,3,6,6,1,5,5,2016,Other Religion,Hilary Clinton
4,9,4,2,2,2,1,5,7,4,1,4,4,2016,Mainline,Donald Trump
2,20,3,2,2,1,2,1,7,1,7,2,1,2016,Evangelical,Donald Trump
NA,27,3,2,2,2,1,2,5,4,2,4,3,2016,Mainline,NA
2,12,3,1,1,2,2,3,7,2,6,4,4,2016,Catholic,Donald Trump
NA,38,3,2,2,2,1,3,4,1,4,4,5,2016,Not Religious,Donald Trump
1,36,3,1,2,1,1,4,7,4,1,4,5,2016,Catholic,Hilary Clinton
2,21,3,1,2,1,2,1,7,5,4,4,2,2016,Evangelical,Donald Trump
1,36,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
NA,17,3,2,2,2,1,2,6,1,6,4,3,2016,Catholic,Donald Trump
NA,39,3,2,2,1,2,3,4,4,2,4,3,2016,Not Religious,Hilary Clinton
2,6,2,1,2,2,1,5,4,4,2,4,5,2016,Not Religious,Hilary Clinton
NA,13,1,2,1,1,2,2,7,2,2,4,4,2016,Not Religious,Gary Johnson
NA,53,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Mainline,NA
NA,NA,4,1,1,1,1,4,4,2,4,4,4,2016,Not Religious,NA
2,36,3,2,2,1,1,3,6,4,5,3,2,2016,Mainline,Donald Trump
NA,NA,4,2,2,2,2,5,4,4,1,5,5,2016,Mainline,NA
1,54,4,2,2,1,1,2,4,4,7,3,3,2016,Evangelical,Donald Trump
4,4,1,1,1,1,2,3,7,4,4,5,5,2016,Not Religious,Donald Trump
4,21,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2016,Other Christian,Donald Trump
2,4,3,1,1,2,1,3,7,4,4,3,4,2016,Catholic,Donald Trump
1,12,2,2,2,2,2,4,6,3,2,5,4,2016,Jewish,Hilary Clinton
2,4,3,2,2,1,1,2,7,2,5,3,4,2016,Evangelical,Donald Trump
1,21,3,2,2,2,1,3,7,4,1,5,5,2016,Mainline,Donald Trump
1,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Christian,NA
NA,NA,2,1,1,2,1,2,4,4,4,5,4,2016,Mainline,NA
NA,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
1,37,3,2,2,1,1,3,4,4,4,4,4,2016,Other Christian,Hilary Clinton
1,NA,5,1,2,1,1,2,NA,4,NA,4,3,2016,Not Religious,Hilary Clinton
4,NA,3,1,1,1,1,3,6,4,2,5,5,2016,Not Religious,Hilary Clinton
NA,28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
4,6,3,2,1,2,1,4,6,2,1,4,5,2016,Not Religious,NA
1,36,3,2,2,2,2,5,4,4,4,4,3,2016,Not Religious,Hilary Clinton
NA,NA,2,2,2,2,1,3,6,2,4,4,4,2016,Evangelical,Donald Trump
4,25,3,1,1,2,1,2,6,4,1,5,5,2016,Jewish,Hilary Clinton
NA,13,3,1,2,2,1,2,4,4,3,5,5,2016,Not Religious,Hilary Clinton
2,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Mainline,NA
1,37,4,2,2,1,2,2,6,4,6,5,4,2016,Mainline,Donald Trump
NA,48,2,2,2,1,2,3,4,4,1,3,4,2016,Catholic,Hilary Clinton
NA,17,3,2,1,2,1,5,7,1,1,4,4,2016,Mainline,NA
NA,NA,3,2,2,1,1,1,7,2,1,5,4,2016,Not Religious,NA
1,12,4,2,2,2,1,3,4,4,4,4,5,2016,Other Christian,RF
NA,NA,2,2,2,1,2,5,6,4,4,3,3,2016,Evangelical,NA
1,35,2,2,2,2,1,2,4,4,4,4,4,2016,Not Religious,Hilary Clinton
NA,47,3,2,1,2,1,3,5,4,6,4,4,2016,Evangelical,Donald Trump
1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
1,34,3,1,1,2,1,3,6,4,1,5,4,2016,Other Christian,Hilary Clinton
NA,55,3,1,1,2,1,4,6,4,1,5,5,2016,Not Religious,Hilary Clinton
NA,NA,3,2,1,2,1,5,4,7,4,1,1,2016,Other Religion,NA
2,19,4,2,2,1,1,3,4,4,4,4,4,2016,Catholic,Donald Trump
4,4,5,2,2,1,2,3,7,7,4,4,4,2016,Other Christian,Jill Stein
NA,39,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
NA,1,2,2,2,1,1,1,7,4,4,2,1,2016,Black Protestant,Donald Trump
1,6,2,2,2,1,1,2,6,2,1,5,5,2016,Catholic,Hilary Clinton
NA,18,3,1,1,2,1,3,6,2,4,4,4,2016,Not Religious,Hilary Clinton
NA,47,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Christian,NA
NA,45,3,2,2,1,1,2,7,1,1,5,4,2016,Other Christian,Donald Trump
NA,55,3,2,2,1,1,4,4,4,4,4,4,2016,Catholic,Hilary Clinton
1,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Mainline,NA
NA,18,3,1,1,2,1,4,4,4,4,5,5,2016,Not Religious,Hilary Clinton
NA,27,5,2,2,1,1,3,4,4,4,3,3,2016,Catholic,NA
NA,51,4,2,2,2,1,4,4,4,2,4,4,2016,Evangelical,Donald Trump
NA,NA,2,2,1,2,1,3,6,4,1,5,5,2016,Catholic,NA
NA,1,4,2,2,1,1,4,4,4,4,4,4,2016,Evangelical,Donald Trump
1,42,3,2,1,2,2,4,4,4,4,5,4,2016,Not Religious,Hilary Clinton
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
1,25,2,2,1,2,1,5,6,2,1,4,5,2016,Catholic,Hilary Clinton
2,12,3,1,2,1,1,2,4,4,2,4,4,2016,Evangelical,Donald Trump
4,34,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Christian,NA
1,21,5,2,2,1,1,1,7,1,7,4,2,2016,Mainline,Donald Trump
2,21,5,2,2,2,1,3,7,1,4,3,2,2016,Evangelical,Donald Trump
1,6,2,NA,1,NA,1,2,4,4,2,5,5,2016,Other Religion,Hilary Clinton
NA,45,3,2,2,1,1,4,7,4,4,4,4,2016,Other Christian,Donald Trump
4,12,4,1,2,2,1,2,6,2,6,2,2,2016,Catholic,Donald Trump
NA,17,2,2,2,1,1,3,7,4,6,4,3,2016,Mainline,Hilary Clinton
NA,27,5,2,2,1,2,3,4,1,4,4,4,2016,Other Christian,NA
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Christian,NA
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
1,24,3,2,2,2,1,3,4,4,6,4,3,2016,Catholic,Hilary Clinton
1,42,3,2,2,1,2,4,7,1,1,5,5,2016,Catholic,Hilary Clinton
NA,45,5,2,1,2,1,3,4,4,1,4,3,2016,Catholic,Hilary Clinton
2,41,4,2,2,2,1,4,7,1,4,3,3,2016,Not Religious,Donald Trump
2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
NA,55,4,2,1,2,1,2,4,4,5,4,4,2016,Catholic,Donald Trump
NA,NA,3,2,1,2,1,4,6,1,6,2,3,2016,Evangelical,NA
1,6,1,1,1,2,1,2,4,7,1,5,5,2016,Mainline,Hilary Clinton
1,36,4,2,1,2,1,3,4,4,4,5,4,2016,Mainline,RF
4,40,2,1,2,1,2,5,4,4,2,4,4,2016,Evangelical,NA
NA,NA,2,2,2,2,1,3,4,4,4,4,4,2016,Evangelical,NA
4,22,4,2,1,2,1,3,7,4,1,3,2,2016,Not Religious,Donald Trump
NA,48,2,1,2,2,1,3,4,4,4,3,3,2016,Catholic,Donald Trump
NA,47,3,1,2,1,2,3,4,4,4,3,4,2016,Mainline,Donald Trump
NA,NA,5,1,1,2,1,3,4,4,4,4,4,2016,Mainline,NA
1,6,3,1,1,2,1,3,4,4,4,5,4,2016,Catholic,NA
2,12,3,2,2,1,1,3,7,1,4,4,3,2016,Other Christian,NA
4,36,3,2,2,1,1,2,6,4,2,5,4,2016,Catholic,Hilary Clinton
1,32,2,2,2,2,1,2,7,2,4,3,3,2016,Catholic,Hilary Clinton
4,42,3,2,1,2,1,5,7,2,6,3,3,2016,Not Religious,Hilary Clinton
2,54,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
4,36,5,2,2,1,2,5,4,4,7,3,3,2016,Evangelical,Donald Trump
NA,48,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Christian,NA
2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
NA,NA,3,2,2,1,1,4,7,1,4,4,2,2016,Other Christian,NA
NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
2,20,2,2,2,1,1,4,4,2,4,4,2,2016,Other Religion,Donald Trump
2,6,3,2,2,2,1,3,4,4,1,4,4,2016,Evangelical,Donald Trump
2,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
NA,29,3,2,2,1,2,4,4,4,4,3,3,2016,Catholic,Hilary Clinton
4,34,5,2,2,1,1,2,4,1,6,2,1,2016,Mainline,Donald Trump
NA,55,2,2,2,2,1,2,6,4,2,3,4,2016,Catholic,Donald Trump
NA,18,3,2,2,1,2,1,6,1,4,4,4,2016,Not Religious,NA
2,34,4,2,2,2,2,3,4,4,6,3,3,2016,Mainline,NA
1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Mainline,NA
1,6,2,1,2,1,2,2,4,4,1,1,5,2016,Catholic,NA
1,NA,1,2,2,2,2,5,6,2,4,2,3,2016,Not Religious,NA
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Mainline,NA
NA,13,3,2,2,1,2,2,6,4,4,4,4,2016,Evangelical,Donald Trump
NA,13,3,2,2,1,2,3,4,4,4,3,3,2016,Catholic,Hilary Clinton
4,8,4,1,1,2,1,4,4,2,1,5,5,2016,Evangelical,Hilary Clinton
NA,48,3,2,1,2,1,3,7,3,1,3,2,2016,Mainline,Donald Trump
1,4,3,2,2,1,2,3,4,1,4,5,5,2016,Evangelical,Hilary Clinton
2,42,3,2,1,1,1,2,4,1,4,3,3,2016,Catholic,Donald Trump
NA,48,4,1,1,2,1,3,4,4,1,5,5,2016,Mainline,Donald Trump
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA
NA,NA,4,2,2,1,1,3,6,6,2,3,3,2016,Other Religion,NA
NA,39,4,2,1,2,2,5,4,4,4,5,5,2016,Not Religious,None
2,6,3,2,2,2,1,3,4,4,6,3,2,2016,Mainline,Donald Trump
2,25,3,2,2,1,1,2,6,1,6,5,4,2016,Catholic,Donald Trump
2,37,2,1,2,2,1,4,7,4,4,4,4,2016,Catholic,Donald Trump
1,32,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
2,20,3,2,1,1,1,2,6,4,4,4,4,2016,Evangelical,Donald Trump
2,6,5,2,2,2,1,5,4,4,4,5,5,2016,Not Religious,Donald Trump
2,6,3,2,1,2,1,2,5,3,1,5,4,2016,Other Christian,Donald Trump
NA,NA,1,2,2,2,2,4,4,4,2,4,4,2016,Evangelical,NA
1,12,3,1,2,2,2,1,4,3,7,5,2,2016,Catholic,Hilary Clinton
1,4,1,2,2,1,2,2,7,4,1,4,4,2016,Catholic,NA
1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
4,4,4,1,1,2,2,1,7,4,1,4,4,2016,Not Religious,Hilary Clinton
NA,17,3,1,1,2,2,2,4,4,4,4,4,2016,Catholic,NA
NA,1,4,2,2,1,1,2,4,4,4,4,4,2016,Other Christian,Donald Trump
1,36,3,2,2,2,1,3,4,4,2,5,5,2016,Mainline,Hilary Clinton
1,36,3,2,2,1,2,2,4,4,4,4,4,2016,Evangelical,Hilary Clinton
NA,NA,2,2,2,2,2,3,7,4,2,2,4,2016,Catholic,NA
NA,17,4,1,2,2,1,2,4,4,4,5,4,2016,Jewish,Hilary Clinton
NA,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Christian,NA
NA,17,2,1,1,2,1,5,6,4,1,4,4,2016,Not Religious,Hilary Clinton
2,4,2,2,2,1,1,2,4,4,2,4,4,2016,Not Religious,Hilary Clinton
4,49,4,2,2,1,2,3,4,4,4,3,3,2016,Catholic,Hilary Clinton
NA,17,3,2,1,1,1,3,6,1,4,5,3,2016,Mainline,Gary Johnson
NA,27,3,2,2,1,2,3,6,1,4,4,4,2016,Catholic,Other
2,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
NA,39,4,2,2,2,2,3,6,4,4,5,4,2016,Evangelical,Donald Trump
1,42,4,2,1,1,2,3,6,4,4,5,5,2016,Catholic,Donald Trump
2,33,3,2,2,1,1,2,6,4,4,3,3,2016,Catholic,NA
4,6,2,2,1,2,2,3,4,4,4,2,4,2016,Not Religious,NA
NA,39,4,2,2,1,1,3,4,4,3,5,4,2016,Other Christian,NA
NA,NA,3,1,2,1,2,3,4,4,4,4,4,2016,Jewish,NA
1,24,4,2,2,1,2,2,6,7,4,3,3,2016,Catholic,NA
1,6,3,1,2,1,2,4,7,6,6,2,4,2016,Other Christian,NA
4,6,3,2,2,2,1,4,6,7,4,2,2,2016,Catholic,Hilary Clinton
NA,48,4,1,2,1,2,2,6,6,6,3,4,2016,Evangelical,NA
2,36,2,1,1,2,1,5,4,4,4,5,4,2016,Catholic,Hilary Clinton
NA,18,4,1,2,2,1,1,6,4,1,5,5,2016,Not Religious,NA
NA,53,2,2,2,2,2,5,3,2,4,3,3,2016,Catholic,Hilary Clinton
NA,48,3,2,2,1,2,2,6,2,4,3,3,2016,Mainline,Donald Trump
1,42,2,2,2,2,1,4,4,4,2,4,4,2016,Evangelical,Hilary Clinton
NA,NA,1,1,1,2,1,4,4,4,2,5,5,2016,Catholic,NA
NA,47,3,2,1,1,1,3,4,2,4,3,2,2016,Evangelical,Donald Trump
NA,26,2,2,2,1,2,3,6,1,2,5,5,2016,Mainline,Hilary Clinton
NA,39,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
NA,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
NA,47,4,2,2,1,2,2,6,4,1,4,4,2016,Evangelical,NA
NA,48,4,1,1,2,1,2,4,4,4,3,4,2016,Mainline,Donald Trump
2,46,4,1,2,2,1,3,4,4,2,5,3,2016,Catholic,Donald Trump
NA,13,3,2,2,2,1,3,4,4,4,4,4,2016,Not Religious,NA
NA,51,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
NA,48,3,2,2,1,1,2,6,2,4,4,4,2016,Evangelical,Donald Trump
NA,NA,4,2,2,1,2,2,4,4,4,2,2,2016,Not Religious,NA
NA,55,2,2,1,1,1,3,5,4,3,4,5,2016,Mainline,Hilary Clinton
2,42,5,2,2,1,2,3,4,2,6,2,2,2016,Not Religious,Other
4,41,3,2,2,1,2,3,4,4,3,3,4,2016,Not Religious,Hilary Clinton
NA,51,4,2,2,1,1,2,4,4,4,5,5,2016,Other Christian,Donald Trump
1,6,3,2,2,1,2,3,4,4,4,3,3,2016,Not Religious,NA
1,9,3,1,1,2,1,4,4,4,2,4,5,2016,Not Religious,NA
1,12,3,2,1,2,1,5,6,4,1,5,5,2016,Evangelical,Hilary Clinton
1,36,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Jewish,NA
NA,39,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Christian,NA
1,36,4,2,2,2,1,5,7,4,3,3,5,2016,Other Religion,NA
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
NA,48,1,2,2,1,2,4,4,4,1,5,4,2016,Other Christian,NA
NA,13,4,2,2,1,1,3,6,4,4,4,4,2016,Evangelical,Donald Trump
2,4,2,2,2,1,1,3,4,4,4,4,4,2016,Catholic,Donald Trump
2,6,3,2,1,2,1,4,4,4,1,5,5,2016,Other Christian,Gary Johnson
1,42,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Mainline,NA
2,42,3,2,2,1,2,3,4,4,4,4,4,2016,Not Religious,Hilary Clinton
1,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
4,41,3,2,1,2,1,5,4,4,1,5,5,2016,Other Religion,Hilary Clinton
1,12,3,1,2,2,1,3,6,6,5,3,3,2016,Mainline,Hilary Clinton
NA,39,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Christian,NA
1,24,3,2,2,2,2,1,4,4,2,3,2,2016,Other Christian,NA
4,24,3,2,2,2,1,2,4,4,4,4,5,2016,Not Religious,Donald Trump
NA,NA,4,2,2,1,2,5,4,4,4,5,5,2016,Catholic,Jill Stein
4,6,5,2,2,1,1,3,4,4,6,2,2,2016,Other Christian,NA
NA,39,2,2,2,1,1,5,7,1,1,4,5,2016,Other Christian,Gary Johnson
2,21,4,1,2,2,1,2,7,4,4,4,4,2016,Catholic,Donald Trump
2,37,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
NA,55,3,2,2,2,1,2,4,4,4,4,4,2016,Catholic,Hilary Clinton
NA,17,4,1,1,2,1,5,6,4,2,5,4,2016,Other Christian,Hilary Clinton
4,6,3,1,1,2,1,3,5,4,4,4,5,2016,Not Religious,Hilary Clinton
NA,26,3,2,2,1,1,1,7,1,6,3,3,2016,Catholic,Donald Trump
4,12,1,2,2,NA,NA,2,NA,1,NA,NA,NA,2016,Not Religious,Donald Trump
4,6,3,1,2,2,1,5,4,4,3,4,5,2016,Not Religious,NA
NA,47,4,2,2,1,1,2,6,1,3,2,1,2016,Mainline,Donald Trump
NA,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
NA,26,3,2,2,NA,1,5,6,4,6,2,NA,2016,Other Christian,Donald Trump
NA,51,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA
NA,48,2,2,1,2,1,5,4,4,1,5,5,2016,Other Religion,NA
NA,1,3,2,1,1,2,2,4,4,4,4,4,2016,Not Religious,Gary Johnson
2,25,2,1,2,2,1,3,4,4,4,5,5,2016,Not Religious,Hilary Clinton
NA,29,4,2,2,1,1,3,7,4,4,4,3,2016,Other Christian,NA
2,24,4,2,2,2,1,2,5,2,6,3,4,2016,Catholic,Donald Trump
NA,1,2,2,2,1,2,3,4,1,4,2,2,2016,Other Christian,Donald Trump
NA,13,3,1,2,1,1,4,4,4,1,5,5,2016,Catholic,Hilary Clinton
1,12,2,2,1,2,1,5,6,4,1,5,4,2016,Mainline,Hilary Clinton
NA,26,2,2,2,1,1,4,4,4,4,4,4,2016,Not Religious,NA
NA,28,1,2,2,2,1,5,7,4,1,5,5,2016,Evangelical,Hilary Clinton
2,42,3,2,1,1,1,3,4,4,2,4,4,2016,Evangelical,Donald Trump
2,22,5,2,2,1,2,2,7,4,2,2,3,2016,Evangelical,Donald Trump
NA,13,2,1,2,1,2,3,4,4,2,5,5,2016,Evangelical,NA
1,36,2,1,1,2,1,2,6,4,4,4,4,2016,Mainline,Hilary Clinton
4,49,3,NA,NA,NA,NA,4,6,4,3,5,5,2016,Other Religion,NA
NA,27,2,1,1,2,1,3,6,4,4,4,4,2016,Not Religious,Hilary Clinton
NA,NA,1,2,2,1,2,3,4,4,4,3,2,2016,Catholic,NA
4,25,3,2,2,2,2,3,4,4,4,3,2,2016,Catholic,Hilary Clinton
NA,39,4,2,1,2,1,3,4,4,4,2,5,2016,Not Religious,Donald Trump
NA,51,2,1,1,2,1,4,5,3,4,4,4,2016,Jewish,Hilary Clinton
1,6,1,1,1,2,1,4,6,4,1,5,4,2016,Not Religious,Hilary Clinton
1,34,3,2,2,1,2,2,4,2,4,3,4,2016,Other Christian,Hilary Clinton
NA,17,3,1,1,2,1,5,6,2,4,5,4,2016,Other Religion,Donald Trump
4,41,5,2,2,2,1,2,7,1,7,1,1,2016,Not Religious,Hilary Clinton
1,21,3,2,1,2,1,4,4,4,4,4,4,2016,Not Religious,Hilary Clinton
NA,NA,4,2,2,2,2,3,7,4,4,5,3,2016,Other Religion,NA
NA,51,2,2,2,1,2,3,6,4,4,4,4,2016,Evangelical,Hilary Clinton
2,42,4,2,1,2,1,1,7,7,4,2,4,2016,Catholic,Donald Trump
NA,47,4,2,1,2,2,2,4,4,4,3,3,2016,Not Religious,Gary Johnson
4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Religion,NA
NA,47,3,2,1,1,1,3,7,1,7,3,3,2016,Other Christian,Donald Trump
1,6,5,2,2,1,1,2,4,4,1,3,3,2016,Black Protestant,Hilary Clinton
4,16,3,2,1,2,1,3,6,5,6,4,4,2016,Catholic,Hilary Clinton
NA,48,1,2,2,1,2,5,7,4,1,5,1,2016,Evangelical,Hilary Clinton
NA,30,4,2,2,2,2,2,4,2,4,3,2,2016,Jewish,Donald Trump
NA,53,4,1,1,1,1,3,4,3,2,4,3,2016,Other Christian,Hilary Clinton
1,6,3,1,1,2,1,4,6,NA,3,4,NA,2016,Jewish,Hilary Clinton
NA,NA,1,1,1,2,1,3,6,4,1,5,5,2016,Not Religious,Hilary Clinton
4,23,4,1,1,2,1,5,7,6,1,5,2,2016,Not Religious,Hilary Clinton
NA,29,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
5,41,3,2,1,2,1,2,6,4,1,5,5,2016,Not Religious,Hilary Clinton
4,6,3,2,2,1,2,2,4,2,4,4,4,2016,Catholic,Donald Trump
1,40,3,2,2,2,1,2,4,4,4,4,4,2016,Evangelical,Donald Trump
1,6,4,1,1,2,1,5,7,4,1,5,5,2016,Not Religious,Other
4,36,3,2,1,1,1,2,5,1,1,4,4,2016,Catholic,NA
2,19,3,2,2,2,1,1,7,4,2,5,2,2016,Evangelical,Donald Trump
2,24,3,2,2,1,1,5,7,1,6,5,4,2016,Mainline,Donald Trump
